id,x,y,z,au,cu
14964,16,45,4,0,0
14965,16,45,5,0,0
14966,16,45,6,0,0
14967,16,45,7,0,0
14968,16,45,8,0,0
14969,16,45,9,0,0
14970,16,45,10,0,0
14971,16,45,11,0,0
14972,16,45,12,0,0
14973,16,45,13,0,0
14974,16,45,14,0,0
14975,16,46,0,0,0
14976,16,46,1,0,0
14977,16,46,2,0,0
14978,16,46,3,0,0
14979,16,46,4,0,0
14980,16,46,5,0,0
14981,16,46,6,0,0
14982,16,46,7,0,0
14983,16,46,8,0,0
14984,16,46,9,0,0
14985,16,46,10,0,0
14986,16,46,11,0,0
14987,16,46,12,0,0
14988,16,46,13,0,0
14989,16,46,14,0,0
14990,16,47,0,0,0
14991,16,47,1,0,0
14992,16,47,2,0,0
14993,16,47,3,0,0
14994,16,47,4,0,0
14995,16,47,5,0,0
14996,16,47,6,0,0
14997,16,47,7,0,0
14998,16,47,8,0,0
14999,16,47,9,0,0
15000,16,47,10,0,0
15001,16,47,11,0,0
15002,16,47,12,0,0
15003,16,47,13,0,0
15004,16,47,14,0,0
15005,16,48,0,0,0
15006,16,48,1,0,0
15007,16,48,2,0,0
15008,16,48,3,0,0
15009,16,48,4,0,0
15010,16,48,5,0,0
15011,16,48,6,0,0
15012,16,48,7,0,0
15013,16,48,8,0,0
15014,16,48,9,0,0
15015,16,48,10,0,0
15016,16,48,11,0,0
15017,16,48,12,0,0
15018,16,48,13,0,0
15019,16,48,14,0,0
15020,16,49,0,0,0
15021,16,49,1,0,0
15022,16,49,2,0,0
15023,16,49,3,0,0
15024,16,49,4,0,0
15025,16,49,5,0,0
15026,16,49,6,0,0
15027,16,49,7,0,0
15028,16,49,8,0,0
15029,16,49,9,0,0
15030,16,49,10,0,0
15031,16,49,11,0,0
15032,16,49,12,0,0
15033,16,49,13,0,0
15034,16,49,14,0,0
15035,16,50,0,0,0
15036,16,50,1,0,0
15037,16,50,2,0,0
15038,16,50,3,0,0
15039,16,50,4,0,0
15040,16,50,5,0,0
15041,16,50,6,0,0
15042,16,50,7,0,0
15043,16,50,8,0,0
15044,16,50,9,0,0
15045,16,50,10,0,0
15046,16,50,11,0,0
15047,16,50,12,0,0
15048,16,50,13,0,0
15049,16,50,14,0,0
15050,16,51,0,0,0
15051,16,51,1,0,0
15052,16,51,2,0,0
15053,16,51,3,0,0
15054,16,51,4,0,0
15055,16,51,5,0,0
15056,16,51,6,0,0
15057,16,51,7,0,0
15058,16,51,8,0,0
15059,16,51,9,0,0
15060,16,51,10,0,0
15061,16,51,11,0,0
15062,16,51,12,0,0
15063,16,51,13,0,0
15064,16,52,0,0,0
15065,16,52,1,0,0
15066,16,52,2,0,0
15067,16,52,3,0,0
15068,16,52,4,0,0
15069,16,52,5,0,0
15070,16,52,6,0,0
15071,16,52,7,0,0
15072,16,52,8,0,0
15073,16,52,9,0,0
15074,16,52,10,0,0
15075,16,52,11,0,0
15076,16,52,12,0,0
15077,16,52,13,0,0
15078,16,53,0,0,0
15079,16,53,1,0,0
15080,16,53,2,0,0
15081,16,53,3,0,0
15082,16,53,4,0,0
15083,16,53,5,0,0
15084,16,53,6,0,0
15085,16,53,7,0,0
15086,16,53,8,0,0
15087,16,53,9,0,0
15088,16,53,10,0,0
15089,16,53,11,0,0
15090,16,53,12,0,0
15091,16,53,13,0,0
15092,16,54,0,0,0
15093,16,54,1,0,0
15094,16,54,2,0,0
15095,16,54,3,0,0
15096,16,54,4,0,0
15097,16,54,5,0,0
15098,16,54,6,0,0
15099,16,54,7,0,0
15100,16,54,8,0,0
15101,16,54,9,0,0
15102,16,54,10,0,0
15103,16,54,11,0,0
15104,16,54,12,0,0
15105,16,54,13,0,0
15106,16,55,0,0,0
15107,16,55,1,0,0
15108,16,55,2,0,0
15109,16,55,3,0,0
15110,16,55,4,0,0
15111,16,55,5,0,0
15112,16,55,6,0,0
15113,16,55,7,0,0
15114,16,55,8,0,0
15115,16,55,9,0,0
15116,16,55,10,0,0
15117,16,55,11,0,0
15118,16,55,12,0,0
15119,16,55,13,0,0
15120,16,56,0,0,0
15121,16,56,1,0,0
15122,16,56,2,0,0
15123,16,56,3,0,0
15124,16,56,4,0,0
15125,16,56,5,0,0
15126,16,56,6,0,0
15127,16,56,7,0,0
15128,16,56,8,0,0
15129,16,56,9,0,0
15130,16,56,10,0,0
15131,16,56,11,0,0
15132,16,56,12,0,0
15133,16,56,13,0,0
15134,16,57,0,0,0
15135,16,57,1,0,0
15136,16,57,2,0,0
15137,16,57,3,0,0
15138,16,57,4,0,0
15139,16,57,5,0,0
15140,16,57,6,0,0
15141,16,57,7,0,0
15142,16,57,8,0,0
15143,16,57,9,0,0
15144,16,57,10,0,0
15145,16,57,11,0,0
15146,16,57,12,0,0
15147,16,57,13,0,0
15148,16,58,0,0,0
15149,16,58,1,0,0
15150,16,58,2,0,0
15151,16,58,3,0,0
15152,16,58,4,0,0
15153,16,58,5,0,0
15154,16,58,6,0,0
15155,16,58,7,0,0
15156,16,58,8,0,0
15157,16,58,9,0,0
15158,16,58,10,0,0
15159,16,58,11,0,0
15160,16,58,12,0,0
15161,16,58,13,0,0
15162,16,59,0,0,0
15163,16,59,1,0,0
15164,16,59,2,0,0
15165,16,59,3,0,0
15166,16,59,4,0,0
15167,16,59,5,0,0
15168,16,59,6,0,0
15169,16,59,7,0,0
15170,16,59,8,0,0
15171,16,59,9,0,0
15172,16,59,10,0,0
15173,16,59,11,0,0
15174,16,59,12,0,0
15175,16,59,13,0,0
15176,17,0,0,0,0
15177,17,0,1,0,0
15178,17,0,2,0,0
15179,17,0,3,0,0
15180,17,0,4,0,0
15181,17,0,5,0,0
15182,17,0,6,0,0
15183,17,0,7,0,0
15184,17,0,8,0,0
15185,17,0,9,0,0
15186,17,0,10,0,0
15187,17,0,11,0,0
15188,17,0,12,0,0
15189,17,0,13,0,0
15190,17,0,14,0,0
15191,17,1,0,0,0
15192,17,1,1,0,0
15193,17,1,2,0,0
15194,17,1,3,0,0
15195,17,1,4,0,0
15196,17,1,5,0,0
15197,17,1,6,0,0
15198,17,1,7,0,0
15199,17,1,8,0,0
15200,17,1,9,0,0
15201,17,1,10,0,0
15202,17,1,11,0,0
15203,17,1,12,0,0
15204,17,1,13,0,0
15205,17,1,14,0,0
15206,17,2,0,0,0
15207,17,2,1,0,0
15208,17,2,2,0,0
15209,17,2,3,0,0
15210,17,2,4,0,0
15211,17,2,5,0,0
15212,17,2,6,0,0
15213,17,2,7,0,0
15214,17,2,8,0,0
15215,17,2,9,0,0
15216,17,2,10,0,0
15217,17,2,11,0,0
15218,17,2,12,0,0
15219,17,2,13,0,0
15220,17,2,14,0,0
15221,17,3,0,0,0
15222,17,3,1,0,0
15223,17,3,2,0,0
15224,17,3,3,0,0
15225,17,3,4,0,0
15226,17,3,5,0,0
15227,17,3,6,0,0
15228,17,3,7,0,0
15229,17,3,8,0,0
15230,17,3,9,0,0
15231,17,3,10,0,0
15232,17,3,11,0,0
15233,17,3,12,0,0
15234,17,3,13,0,0
15235,17,3,14,0,0
15236,17,4,0,0,0
15237,17,4,1,0,0
15238,17,4,2,0,0
15239,17,4,3,0,0
15240,17,4,4,0,0
15241,17,4,5,0,0
15242,17,4,6,0,0
15243,17,4,7,0,0
15244,17,4,8,0,0
15245,17,4,9,0,0
15246,17,4,10,0,0
15247,17,4,11,0,0
15248,17,4,12,0,0
15249,17,4,13,0,0
15250,17,4,14,0,0
15251,17,5,0,0,0
15252,17,5,1,0,0
15253,17,5,2,0,0
15254,17,5,3,0,0
15255,17,5,4,0,0
15256,17,5,5,0,0
15257,17,5,6,0,0
15258,17,5,7,0,0
15259,17,5,8,0,0
15260,17,5,9,0,0
15261,17,5,10,0,0
15262,17,5,11,0,0
15263,17,5,12,0,0
15264,17,5,13,0,0
15265,17,5,14,0,0
15266,17,6,0,0,0
15267,17,6,1,0,0
15268,17,6,2,0,0
15269,17,6,3,0,0
15270,17,6,4,0,0
15271,17,6,5,0,0
15272,17,6,6,0,0
15273,17,6,7,0,0
15274,17,6,8,0,0
15275,17,6,9,0,0
15276,17,6,10,0,0
15277,17,6,11,0,0
15278,17,6,12,0,0
15279,17,6,13,0,0
15280,17,6,14,0,0
15281,17,7,0,0,0
15282,17,7,1,0,0
15283,17,7,2,0,0
15284,17,7,3,0,0
15285,17,7,4,0,0
15286,17,7,5,0,0
15287,17,7,6,0,0
15288,17,7,7,0,0
15289,17,7,8,0,0
15290,17,7,9,0,0
15291,17,7,10,0,0
15292,17,7,11,0,0
15293,17,7,12,0,0
15294,17,7,13,0,0
15295,17,7,14,0,0
15296,17,8,0,0,0
15297,17,8,1,0,0
15298,17,8,2,0,0
15299,17,8,3,0,0
15300,17,8,4,0,0
15301,17,8,5,0,0
15302,17,8,6,0,0
15303,17,8,7,0,0
15304,17,8,8,0,0
15305,17,8,9,0,0
15306,17,8,10,0,0
15307,17,8,11,0,0
15308,17,8,12,0,0
15309,17,8,13,0,0
15310,17,8,14,0,0
15311,17,9,0,0,0
15312,17,9,1,0,0
15313,17,9,2,0,0
15314,17,9,3,0,0
15315,17,9,4,0,0
15316,17,9,5,0,0
15317,17,9,6,0,0
15318,17,9,7,0,0
15319,17,9,8,0,0
15320,17,9,9,0,0
15321,17,9,10,0,0
15322,17,9,11,0,0
15323,17,9,12,0,0
15324,17,9,13,0,0
15325,17,9,14,0,0
15326,17,10,0,0,0
15327,17,10,1,0,0
15328,17,10,2,0,0
15329,17,10,3,0,0
15330,17,10,4,0,0
15331,17,10,5,0,0
15332,17,10,6,0,0
15333,17,10,7,0,0
15334,17,10,8,0,0
15335,17,10,9,0,0
15336,17,10,10,0,0
15337,17,10,11,0,0
15338,17,10,12,0,0
15339,17,10,13,0,0
15340,17,10,14,0,0
15341,17,11,0,0,0
15342,17,11,1,0,0
15343,17,11,2,0,0
15344,17,11,3,0,0
15345,17,11,4,0,0
15346,17,11,5,0,0
15347,17,11,6,0,0
15348,17,11,7,0,0
15349,17,11,8,0,0
15350,17,11,9,0,0
15351,17,11,10,0,0
15352,17,11,11,0,0
15353,17,11,12,0,0
15354,17,11,13,0,0
15355,17,11,14,0,0
15356,17,12,0,0,0
15357,17,12,1,0,0
15358,17,12,2,0,0
15359,17,12,3,0,0
15360,17,12,4,0,0
15361,17,12,5,0,0
15362,17,12,6,0,0
15363,17,12,7,0,0
15364,17,12,8,0,0
15365,17,12,9,0,0
15366,17,12,10,0,0
15367,17,12,11,0,0
15368,17,12,12,0,0
15369,17,12,13,0,0
15370,17,12,14,0,0
15371,17,13,0,0,0
15372,17,13,1,0,0
15373,17,13,2,0,0
15374,17,13,3,0,0
15375,17,13,4,0,0
15376,17,13,5,0,0
15377,17,13,6,0,0
15378,17,13,7,0,0
15379,17,13,8,0,0
15380,17,13,9,0,0
15381,17,13,10,0,0
15382,17,13,11,0,0
15383,17,13,12,0,0
15384,17,13,13,0,0
15385,17,13,14,0,0
15386,17,14,0,0,0
15387,17,14,1,0,0
15388,17,14,2,0,0
15389,17,14,3,0,0
15390,17,14,4,0,0
15391,17,14,5,0,0
15392,17,14,6,0,0
15393,17,14,7,0,0
15394,17,14,8,0,0
15395,17,14,9,0,0
15396,17,14,10,0,0
15397,17,14,11,0,0
15398,17,14,12,0,0
15399,17,14,13,0,0
15400,17,14,14,0,0
15401,17,15,0,0,0
15402,17,15,1,0,0
15403,17,15,2,0,0
15404,17,15,3,0,0
15405,17,15,4,0,0
15406,17,15,5,0,0
15407,17,15,6,0,0
15408,17,15,7,0,0
15409,17,15,8,0,0
15410,17,15,9,0,0
15411,17,15,10,0,0
15412,17,15,11,0,0
15413,17,15,12,0,0
15414,17,15,13,0,0
15415,17,15,14,0,0
15416,17,16,0,0,0
15417,17,16,1,0,0
15418,17,16,2,0,0
15419,17,16,3,0,0
15420,17,16,4,0,0
15421,17,16,5,0,0
15422,17,16,6,0,0
15423,17,16,7,0,0
15424,17,16,8,0,0
15425,17,16,9,0,0
15426,17,16,10,0,0
15427,17,16,11,0,0
15428,17,16,12,0,0
15429,17,16,13,0,0
15430,17,16,14,0,0
15431,17,17,0,0,0
15432,17,17,1,0,0
15433,17,17,2,0,0
15434,17,17,3,0,0
15435,17,17,4,0,0
15436,17,17,5,0,0
15437,17,17,6,0,0
15438,17,17,7,0,0
15439,17,17,8,0,0
15440,17,17,9,0,0
15441,17,17,10,0,0
15442,17,17,11,0,0
15443,17,17,12,0,0
15444,17,17,13,0,0
15445,17,17,14,0,0
15446,17,18,0,0,0
15447,17,18,1,0,0
15448,17,18,2,0,0
15449,17,18,3,0,0
15450,17,18,4,0,0
15451,17,18,5,0,0
15452,17,18,6,0,0
15453,17,18,7,0,0
15454,17,18,8,0,0
15455,17,18,9,0,0
15456,17,18,10,0,0
15457,17,18,11,0,0
15458,17,18,12,0,0
15459,17,18,13,0,0
15460,17,18,14,0,0
15461,17,19,0,0.028004724,0.068548878
15462,17,19,1,0,0
15463,17,19,2,0,0
15464,17,19,3,0,0
15465,17,19,4,0,0
15466,17,19,5,0,0
15467,17,19,6,0,0
15468,17,19,7,0,0
15469,17,19,8,0,0
15470,17,19,9,0,0
15471,17,19,10,0,0
15472,17,19,11,0,0
15473,17,19,12,0,0
15474,17,19,13,0,0
15475,17,19,14,0,0
15476,17,20,0,0.179516084,0.394712383
15477,17,20,1,0.093505986,0.195765725
15478,17,20,2,0.058112233,0.082040799
15479,17,20,3,0.188788943,0.29603713
15480,17,20,4,0.194041517,0.330427256
15481,17,20,5,0.154615354,0.285474704
15482,17,20,6,0.028886737,0.054324311
15483,17,20,7,0,0
15484,17,20,8,0,0
15485,17,20,9,0,0
15486,17,20,10,0,0
15487,17,20,11,0,0
15488,17,20,12,0,0
15489,17,20,13,0,0
15490,17,20,14,0,0
15491,17,21,0,0.146410983,0.303477213
15492,17,21,1,0.21370365,0.421481375
15493,17,21,2,0.261661718,0.453454501
15494,17,21,3,0.314905848,0.508244705
15495,17,21,4,0.329629625,0.554444437
15496,17,21,5,0.330370366,0.615185177
15497,17,21,6,0.314390363,0.603299743
15498,17,21,7,0.226351321,0.438924736
15499,17,21,8,0.117435395,0.221273008
15500,17,21,9,0.045925678,0.077258151
15501,17,21,10,0.028886737,0.044839114
15502,17,21,11,0,0
15503,17,21,12,0,0
15504,17,21,13,0,0
15505,17,21,14,0,0
15506,17,22,0,0.009056141,0.018543528
15507,17,22,1,0.204825292,0.370691347
15508,17,22,2,0.265185118,0.4548147
15509,17,22,3,0.28298261,0.462620734
15510,17,22,4,0.310493424,0.506616555
15511,17,22,5,0.332257248,0.601615466
15512,17,22,6,0.345925921,0.661851843
15513,17,22,7,0.362592588,0.69962962
15514,17,22,8,0.368888884,0.694814805
15515,17,22,9,0.372592587,0.640740732
15516,17,22,10,0.346154263,0.533546045
15517,17,22,11,0.240817115,0.328491391
15518,17,22,12,0.100520504,0.116932014
15519,17,22,13,0,0
15520,17,22,14,0,0
15521,17,23,0,0,0
15522,17,23,1,0.049561296,0.076427754
15523,17,23,2,0.241117471,0.370656017
15524,17,23,3,0.286296224,0.405555454
15525,17,23,4,0.29370363,0.421851746
15526,17,23,5,0.300765189,0.44310282
15527,17,23,6,0.311909892,0.476707023
15528,17,23,7,0.327900847,0.563985792
15529,17,23,8,0.345650153,0.643834587
15530,17,23,9,0.35298492,0.693459126
15531,17,23,10,0.349629625,0.649999991
15532,17,23,11,0.347407403,0.511481474
15533,17,23,12,0.321481477,0.367777773
15534,17,23,13,0.261015985,0.254848428
15535,17,23,14,0,0
15536,17,24,0,0,0
15537,17,24,1,0,0
15538,17,24,2,0.083220302,0.101560925
15539,17,24,3,0.241236114,0.289893499
15540,17,24,4,0.291481408,0.359259169
15541,17,24,5,0.296296222,0.38777768
15542,17,24,6,0.289999927,0.397407307
15543,17,24,7,0.297777703,0.391851753
15544,17,24,8,0.30113106,0.422871013
15545,17,24,9,0.306357259,0.488171615
15546,17,24,10,0.311917031,0.609069185
15547,17,24,11,0.338148143,0.61814814
15548,17,24,12,0.344074069,0.38518518
15549,17,24,13,0.321972872,0.304640363
15550,17,24,14,0.106560904,0.093138701
15551,17,25,0,0,0
15552,17,25,1,0,0
15553,17,25,2,0.033543,0.035693192
15554,17,25,3,0.161726278,0.197412012
15555,17,25,4,0.262754298,0.328240715
15556,17,25,5,0.291111038,0.409259156
15557,17,25,6,0.282222151,0.424073967
15558,17,25,7,0.285555484,0.407777675
15559,17,25,8,0.302962887,0.396296197
15560,17,25,9,0.315925846,0.373333239
15561,17,25,10,0.319638091,0.306806298
15562,17,25,11,0.335996369,0.405467638
15563,17,25,12,0.298880124,0.287793439
15564,17,25,13,0.243703636,0.187036985
15565,17,25,14,0,0
15566,17,26,0,0,0
15567,17,26,1,0,0
15568,17,26,2,0.028078655,0.030670531
15569,17,26,3,0.112200962,0.141854073
15570,17,26,4,0.244050871,0.333667902
15571,17,26,5,0.263937693,0.413138716
15572,17,26,6,0.28146822,0.442566254
15573,17,26,7,0.277407338,0.42814804
15574,17,26,8,0.297036962,0.421481375
15575,17,26,9,0.330740658,0.362962872
15576,17,26,10,0.33370362,0.263333267
15577,17,26,11,0.319642282,0.251930647
15578,17,26,12,0.318857337,0.270133407
15579,17,26,13,0.232222158,0.161111066
15580,17,26,14,0.076726715,0.058982886
15581,17,27,0,0,0
15582,17,27,1,0,0
15583,17,27,2,0.03110251,0.04362991
15584,17,27,3,0.220551595,0.326654795
15585,17,27,4,0.349999995,0.590370362
15586,17,27,5,0.3037037,0.546296289
15587,17,27,6,0.281036585,0.488959112
15588,17,27,7,0.300723594,0.46926784
15589,17,27,8,0.319259179,0.463333217
15590,17,27,9,0.357407317,0.38703694
15591,17,27,10,0.368518426,0.283333262
15592,17,27,11,0.354444355,0.294074
15593,17,27,12,0.333333249,0.274074005
15594,17,27,13,0.292222141,0.186296245
15595,17,27,14,0.164904763,0.124766153
15596,17,28,0,0,0
15597,17,28,1,0,0
15598,17,28,2,0.072455465,0.10484732
15599,17,28,3,0.2692343,0.402694283
15600,17,28,4,0.361851847,0.611481473
15601,17,28,5,0.365555551,0.671111102
15602,17,28,6,0.339259255,0.677037028
15603,17,28,7,0.336947759,0.613435753
15604,17,28,8,0.350689168,0.508986875
15605,17,28,9,0.377777683,0.42777767
15606,17,28,10,0.394814715,0.311111033
15607,17,28,11,0.386666569,0.32111103
15608,17,28,12,0.367777685,0.297777703
15609,17,28,13,0.349629533,0.186296245
15610,17,28,14,0.250634563,0.104626078
15611,17,29,0,0,0
15612,17,29,1,0,0
15613,17,29,2,0.127968366,0.187062038
15614,17,29,3,0.289274696,0.42472872
15615,17,29,4,0.362962958,0.607777769
15616,17,29,5,0.382592587,0.72962962
15617,17,29,6,0.387777772,0.788888878
15618,17,29,7,0.387777772,0.82185184
15619,17,29,8,0.379537626,0.650499678
15620,17,29,9,0.460870522,0.460668206
15621,17,29,10,0.513703574,0.353333244
15622,17,29,11,0.50740728,0.393333234
15623,17,29,12,0.510370242,0.349999912
15624,17,29,13,0.481851718,0.214444385
15625,17,29,14,0.282645712,0.131846734
15626,17,30,0,0,0
15627,17,30,1,0,0
15628,17,30,2,0.129598536,0.187062038
15629,17,30,3,0.286598379,0.42379973
15630,17,30,4,0.366666662,0.647407398
15631,17,30,5,0.401111106,0.823703692
15632,17,30,6,0.415185179,0.868518507
15633,17,30,7,0.432962957,0.919999987
15634,17,30,8,0.43555555,0.826296285
15635,17,30,9,0.473315256,0.593988838
15636,17,30,10,0.563080622,0.419032945
15637,17,30,11,0.550740602,0.42777767
15638,17,30,12,0.553933942,0.406725003
15639,17,30,13,0.543703553,0.257036966
15640,17,30,14,0.486227192,0.220256783
15641,17,31,0,0,0
15642,17,31,1,0,0
15643,17,31,2,0.151605835,0.229446465
15644,17,31,3,0.336143311,0.585011318
15645,17,31,4,0.452962957,1.061111096
15646,17,31,5,0.451481475,0.972222209
15647,17,31,6,0.469629623,1.007037023
15648,17,31,7,0.504814808,1.056666652
15649,17,31,8,0.520370363,1.043333319
15650,17,31,9,0.511111104,0.833703692
15651,17,31,10,0.550278626,0.577490214
15652,17,31,11,0.602217891,0.567256143
15653,17,31,12,0.657115577,0.531758569
15654,17,31,13,0.652962782,0.334814722
15655,17,31,14,0.452936705,0.225940454
15656,17,32,0,0,0
15657,17,32,1,0,0
15658,17,32,2,0.125314809,0.20017283
15659,17,32,3,0.304891892,0.560619967
15660,17,32,4,0.43555555,1.025185171
15661,17,32,5,0.459259253,0.98370369
15662,17,32,6,0.471481475,1.006296282
15663,17,32,7,0.499999993,1.05407406
15664,17,32,8,0.509999993,1.011111097
15665,17,32,9,0.511481474,0.785555545
15666,17,32,10,0.5274074,0.544444437
15667,17,32,11,0.509912885,0.534446273
15668,17,32,12,0.498012677,0.469782041
15669,17,32,13,0.514814672,0.326666576
15670,17,32,14,0.433864098,0.236387838
15671,17,33,0,0,0
15672,17,33,1,0,0
15673,17,33,2,0.03715022,0.063068979
15674,17,33,3,0.203499118,0.370503267
15675,17,33,4,0.317777773,0.717777768
15676,17,33,5,0.327037033,0.735185175
15677,17,33,6,0.33444444,0.777037026
15678,17,33,7,0.383333328,0.87222221
15679,17,33,8,0.431111105,0.856296284
15680,17,33,9,0.53777777,0.621851843
15681,17,33,10,0.664814806,0.409999994
15682,17,33,11,0.586296288,0.43592592
15683,17,33,12,0.398136739,0.412792053
15684,17,33,13,0.319259171,0.255925855
15685,17,33,14,0.263349891,0.200218068
15686,17,34,0,0,0
15687,17,34,1,0,0
15688,17,34,2,0,0
15689,17,34,3,0.129598536,0.220480529
15690,17,34,4,0.318518514,0.595185177
15691,17,34,5,0.349999995,0.711481472
15692,17,34,6,0.353333328,0.789629619
15693,17,34,7,0.41555555,0.937037024
15694,17,34,8,0.457037031,0.981111098
15695,17,34,9,0.562592585,0.718888879
15696,17,34,10,0.66888888,0.474814808
15697,17,34,11,0.594074066,0.565185177
15698,17,34,12,0.506296289,0.557037029
15699,17,34,13,0.406424202,0.309355499
15700,17,34,14,0.274880022,0.203428028
15701,17,35,0,0,0
15702,17,35,1,0,0
15703,17,35,2,0,0
15704,17,35,3,0.166791528,0.263951642
15705,17,35,4,0.299259255,0.575185177
15706,17,35,5,0.378888884,0.70962962
15707,17,35,6,0.402962957,0.785925915
15708,17,35,7,0.442962957,0.939259246
15709,17,35,8,0.462592586,1.019259245
15710,17,35,9,0.554814807,0.785185174
15711,17,35,10,0.635185176,0.529999993
15712,17,35,11,0.561111103,0.564074066
15713,17,35,12,0.48666666,0.429999994
15714,17,35,13,0.377700451,0.282804453
15715,17,35,14,0.252670513,0.192061075
15716,17,36,0,0,0
15717,17,36,1,0,0
15718,17,36,2,0.008718281,0.013949249
15719,17,36,3,0.231763354,0.377087281
15720,17,36,4,0.306666662,0.558518511
15721,17,36,5,0.364444439,0.700740731
15722,17,36,6,0.379259254,0.748888879
15723,17,36,7,0.402962957,0.850740729
15724,17,36,8,0.429629624,0.937407394
15725,17,36,9,0.48703703,0.812222211
15726,17,36,10,0.555555548,0.626296288
15727,17,36,11,0.582592585,0.586296288
15728,17,36,12,0.5574074,0.442222216
15729,17,36,13,0.408235203,0.28850261
15730,17,36,14,0.204112665,0.189553502
15731,17,37,0,0,0
15732,17,37,1,0,0
15733,17,37,2,0,0
15734,17,37,3,0.232861183,0.380352636
15735,17,37,4,0.287777774,0.583703696
15736,17,37,5,0.358518514,0.706296287
15737,17,37,6,0.374074069,0.761481471
15738,17,37,7,0.390370365,0.837037025
15739,17,37,8,0.424074068,0.895555543
15740,17,37,9,0.479629623,0.807777767
15741,17,37,10,0.549629622,0.663703695
15742,17,37,11,0.600370362,0.582962955
15743,17,37,12,0.584074066,0.454074068
15744,17,37,13,0.457991579,0.31332138
15745,17,37,14,0.211792256,0.155873509
15746,17,38,0,0,0
15747,17,38,1,0,0
15748,17,38,2,0,0
15749,17,38,3,0.129931836,0.223333316
15750,17,38,4,0.278888885,0.523703696
15751,17,38,5,0.294814811,0.636666658
15752,17,38,6,0.348888884,0.703333324
15753,17,38,7,0.383333328,0.774814804
15754,17,38,8,0.413333328,0.827407396
15755,17,38,9,0.462962957,0.744074064
15756,17,38,10,0.520370363,0.591851844
15757,17,38,11,0.545925918,0.53777777
15758,17,38,12,0.509629623,0.414814809
15759,17,38,13,0.420246571,0.300186436
15760,17,38,14,0.200342246,0.16133171
15761,17,39,0,0,0
15762,17,39,1,0,0
15763,17,39,2,0,0
15764,17,39,3,0,0
15765,17,39,4,0.100291911,0.168956498
15766,17,39,5,0.244444441,0.438888883
15767,17,39,6,0.255925922,0.488148141
15768,17,39,7,0.252222219,0.479629623
15769,17,39,8,0.288888885,0.485185178
15770,17,39,9,0.317407403,0.427407402
15771,17,39,10,0.350370366,0.377407402
15772,17,39,11,0.355555551,0.308148144
15773,17,39,12,0.368518513,0.269999996
15774,17,39,13,0.341162286,0.237315698
15775,17,39,14,0.211187251,0.146178568
15776,17,40,0,0,0
15777,17,40,1,0,0
15778,17,40,2,0,0
15779,17,40,3,0,0
15780,17,40,4,0,0
15781,17,40,5,0.067168968,0.109836048
15782,17,40,6,0.126902686,0.221018963
15783,17,40,7,0.148888887,0.268518515
15784,17,40,8,0.187407405,0.288518515
15785,17,40,9,0.209259256,0.248888885
15786,17,40,10,0.227777775,0.227407404
15787,17,40,11,0.244814811,0.195185182
15788,17,40,12,0.275925922,0.187037034
15789,17,40,13,0.201350495,0.125960356
15790,17,40,14,0.116308774,0.073738242
15791,17,41,0,0,0
15792,17,41,1,0,0
15793,17,41,2,0,0
15794,17,41,3,0,0
15795,17,41,4,0,0
15796,17,41,5,0,0
15797,17,41,6,0.005230968,0.009154195
15798,17,41,7,0.02563775,0.045720654
15799,17,41,8,0.070198375,0.1079975
15800,17,41,9,0.150487493,0.176540884
15801,17,41,10,0.228148145,0.226666664
15802,17,41,11,0.234814812,0.201111108
15803,17,41,12,0.077276555,0.05138284
15804,17,41,13,0,0
15805,17,41,14,0,0
15806,17,42,0,0,0
15807,17,42,1,0,0
15808,17,42,2,0,0
15809,17,42,3,0,0
15810,17,42,4,0,0
15811,17,42,5,0,0
15812,17,42,6,0,0
15813,17,42,7,0,0
15814,17,42,8,0,0
15815,17,42,9,0,0
15816,17,42,10,0,0
15817,17,42,11,0.010026023,0.007410539
15818,17,42,12,0.019832686,0.012934361
15819,17,42,13,0,0
15820,17,42,14,0,0
15821,17,43,0,0,0
15822,17,43,1,0,0
15823,17,43,2,0,0
15824,17,43,3,0,0
15825,17,43,4,0,0
15826,17,43,5,0,0
15827,17,43,6,0,0
15828,17,43,7,0,0
15829,17,43,8,0,0
15830,17,43,9,0,0
15831,17,43,10,0,0
15832,17,43,11,0,0
15833,17,43,12,0,0
15834,17,43,13,0,0
15835,17,43,14,0,0
15836,17,44,0,0,0
15837,17,44,1,0,0
15838,17,44,2,0,0
15839,17,44,3,0,0
15840,17,44,4,0,0
15841,17,44,5,0,0
15842,17,44,6,0,0
15843,17,44,7,0,0
15844,17,44,8,0,0
15845,17,44,9,0,0
15846,17,44,10,0,0
15847,17,44,11,0,0
15848,17,44,12,0,0
15849,17,44,13,0,0
15850,17,44,14,0,0
15851,17,45,0,0,0
15852,17,45,1,0,0
15853,17,45,2,0,0
15854,17,45,3,0,0
15855,17,45,4,0,0
15856,17,45,5,0,0
15857,17,45,6,0,0
15858,17,45,7,0,0
15859,17,45,8,0,0
15860,17,45,9,0,0
15861,17,45,10,0,0
15862,17,45,11,0,0
15863,17,45,12,0,0
15864,17,45,13,0,0
15865,17,45,14,0,0
15866,17,46,0,0,0
15867,17,46,1,0,0
15868,17,46,2,0,0
15869,17,46,3,0,0
15870,17,46,4,0,0
15871,17,46,5,0,0
15872,17,46,6,0,0
15873,17,46,7,0,0
15874,17,46,8,0,0
15875,17,46,9,0,0
15876,17,46,10,0,0
