x,y,z,cu_grade
30.0,260.0,30.0,0.0041165259737165165
30.0,260.0,40.0,0.019282771940204738
30.0,260.0,50.0,0.07148768402870698
30.0,260.0,60.0,0.00426864906060792
30.0,260.0,70.0,0.052335457345289466
30.0,260.0,80.0,0.07901998552062199
30.0,260.0,90.0,0.0435572128532499
30.0,260.0,100.0,0.03834074958247285
30.0,260.0,110.0,0.0876021737882288
30.0,260.0,120.0,0.11223124539784964
30.0,260.0,130.0,0.19857813076060254
30.0,260.0,140.0,0.16808693349784526
30.0,260.0,150.0,0.04885827929390711
30.0,260.0,160.0,0.16872655564934713
30.0,260.0,170.0,0.04051129898421362
30.0,260.0,180.0,0.07454273896537765
30.0,260.0,190.0,0.11621694560502338
30.0,260.0,200.0,0.0998775111982621
30.0,260.0,210.0,0.08747485888245213
30.0,260.0,220.0,0.07400880159161285
30.0,260.0,230.0,0.09629399796446572
30.0,260.0,240.0,0.0
30.0,260.0,250.0,0.015539463203179832
30.0,260.0,260.0,0.0
30.0,260.0,270.0,0.004694038713777482
30.0,260.0,280.0,0.031411117202343006
30.0,260.0,290.0,0.12674857405882217
30.0,270.0,0.0,0.01713081135520717
30.0,270.0,10.0,0.0
30.0,270.0,20.0,0.015924505921067287
30.0,270.0,30.0,0.0
30.0,270.0,40.0,0.0
30.0,270.0,50.0,0.0
30.0,270.0,60.0,0.0
30.0,270.0,70.0,0.0
30.0,270.0,80.0,0.09385729333850298
30.0,270.0,90.0,0.05356024883425535
30.0,270.0,100.0,0.0
30.0,270.0,110.0,0.033574803991308265
30.0,270.0,120.0,0.12738906973755953
30.0,270.0,130.0,0.11975808383850486
30.0,270.0,140.0,0.10140885091379014
30.0,270.0,150.0,0.06237419386263281
30.0,270.0,160.0,0.07843267214609163
30.0,270.0,170.0,0.16071577035551954
30.0,270.0,180.0,0.1037057165997134
30.0,270.0,190.0,0.0386174060301608
30.0,270.0,200.0,0.0
30.0,270.0,210.0,0.09216328718600228
30.0,270.0,220.0,0.037460779240334474
30.0,270.0,230.0,0.0
30.0,270.0,240.0,0.04938551338686812
30.0,270.0,250.0,0.0029071309306487342
30.0,270.0,260.0,0.0
30.0,270.0,270.0,0.0
30.0,270.0,280.0,0.010946924380578352
30.0,270.0,290.0,0.055240407461841806
30.0,280.0,0.0,0.0
30.0,280.0,10.0,0.05203800516088381
30.0,280.0,20.0,0.022905580167403856
30.0,280.0,30.0,0.04971343577712972
30.0,280.0,40.0,0.0
30.0,280.0,50.0,0.027342158677969658
30.0,280.0,60.0,0.0
30.0,280.0,70.0,0.04700468690904451
30.0,280.0,80.0,0.0
30.0,280.0,90.0,0.1120490500159631
30.0,280.0,100.0,0.10744751413024474
30.0,280.0,110.0,0.037449560572845764
30.0,280.0,120.0,0.03498816946405965
30.0,280.0,130.0,0.0250525373376514
30.0,280.0,140.0,0.13320551888955345
30.0,280.0,150.0,0.08130259278263739
30.0,280.0,160.0,0.11753764040741677
30.0,280.0,170.0,0.04909623838320076
30.0,280.0,180.0,0.13002310007251533
30.0,280.0,190.0,0.04482439241086043
30.0,280.0,200.0,0.052298381495575905
30.0,280.0,210.0,0.010037006615651893
30.0,280.0,220.0,0.0
30.0,280.0,230.0,0.06489221288860073
30.0,280.0,240.0,0.0032372783949051044
30.0,280.0,250.0,0.011112306395731431
30.0,280.0,260.0,0.0
30.0,280.0,270.0,0.008188565971667571
30.0,280.0,280.0,0.04811103537297408
30.0,280.0,290.0,0.0
30.0,290.0,0.0,0.043805208927615094
30.0,290.0,10.0,0.0
30.0,290.0,20.0,0.008080378261492776
30.0,290.0,30.0,0.08318829543169902
30.0,290.0,40.0,0.0
30.0,290.0,50.0,0.02925327726473403
30.0,290.0,60.0,0.0
30.0,290.0,70.0,0.005687222130890103
30.0,290.0,80.0,0.03848004612618641
30.0,290.0,90.0,0.0
30.0,290.0,100.0,0.0
30.0,290.0,110.0,0.002481857387422376
30.0,290.0,120.0,0.1918947833007894
30.0,290.0,130.0,0.12433854293721974
30.0,290.0,140.0,0.1733486872140675
30.0,290.0,150.0,0.09464253309313866
30.0,290.0,160.0,0.0
30.0,290.0,170.0,0.027064262243192805
30.0,290.0,180.0,0.030335211077282185
30.0,290.0,190.0,0.09153149885828843
30.0,290.0,200.0,0.047218258943259594
30.0,290.0,210.0,0.07100173235317116
30.0,290.0,220.0,0.0
30.0,290.0,230.0,0.010871478525146182
30.0,290.0,240.0,0.034766269609569724
30.0,290.0,250.0,0.0
30.0,290.0,260.0,0.0
30.0,290.0,270.0,0.023509688053905613
30.0,290.0,280.0,0.030775803825773895
30.0,290.0,290.0,0.0
40.0,0.0,0.0,0.0
40.0,0.0,10.0,0.032269059586826805
40.0,0.0,20.0,0.0
40.0,0.0,30.0,0.007519181178402121
40.0,0.0,40.0,0.0
40.0,0.0,50.0,0.0
40.0,0.0,60.0,0.03982174477086142
40.0,0.0,70.0,0.0016049144735061013
40.0,0.0,80.0,0.00036215884107655
40.0,0.0,90.0,0.0173566905407166
40.0,0.0,100.0,0.04265465333615551
40.0,0.0,110.0,0.053185149405096534
40.0,0.0,120.0,0.0
40.0,0.0,130.0,0.1084387384719718
40.0,0.0,140.0,0.04626413286859919
40.0,0.0,150.0,0.052267690008954454
40.0,0.0,160.0,0.04130323581705359
40.0,0.0,170.0,0.07979146492493588
40.0,0.0,180.0,0.06602807907761273
40.0,0.0,190.0,0.0
40.0,0.0,200.0,0.0
40.0,0.0,210.0,0.05039703035256088
40.0,0.0,220.0,0.04734852174095065
40.0,0.0,230.0,0.0
40.0,0.0,240.0,0.05031853567456043
40.0,0.0,250.0,0.0
40.0,0.0,260.0,0.0
40.0,0.0,270.0,0.0
40.0,0.0,280.0,0.06059402907572809
40.0,0.0,290.0,0.03022051370287838
40.0,10.0,0.0,0.0
40.0,10.0,10.0,0.043115148289517215
40.0,10.0,20.0,0.029680900610270067
40.0,10.0,30.0,0.0
40.0,10.0,40.0,0.05321700467047376
40.0,10.0,50.0,0.020636455258329165
40.0,10.0,60.0,0.0
40.0,10.0,70.0,0.0
40.0,10.0,80.0,0.017217915377836762
40.0,10.0,90.0,0.0
40.0,10.0,100.0,0.06522446148715565
40.0,10.0,110.0,0.07186452678085359
40.0,10.0,120.0,0.17088060931601484
40.0,10.0,130.0,0.11252700876562999
40.0,10.0,140.0,0.004520308918467553
40.0,10.0,150.0,0.005949619764104949
40.0,10.0,160.0,0.04538658914583915
40.0,10.0,170.0,0.1307714598572252
40.0,10.0,180.0,0.10446254884400202
40.0,10.0,190.0,0.040175675863491016
40.0,10.0,200.0,0.06595684254993045
40.0,10.0,210.0,0.047415083407150935
40.0,10.0,220.0,0.0
40.0,10.0,230.0,0.0
40.0,10.0,240.0,0.0
40.0,10.0,250.0,0.046382082528686926
40.0,10.0,260.0,0.06385657485636345
40.0,10.0,270.0,0.0
40.0,10.0,280.0,0.0
40.0,10.0,290.0,0.0
40.0,20.0,0.0,0.0056496293111414336
40.0,20.0,10.0,0.011386595876358202
40.0,20.0,20.0,0.0
40.0,20.0,30.0,0.01780053769864724
40.0,20.0,40.0,0.0
40.0,20.0,50.0,0.02648783095799119
40.0,20.0,60.0,0.0
40.0,20.0,70.0,0.013375674181996651
40.0,20.0,80.0,0.0
40.0,20.0,90.0,0.035751492262229914
40.0,20.0,100.0,0.11193924077346842
40.0,20.0,110.0,0.18881778439699914
40.0,20.0,120.0,0.11099901430197445
40.0,20.0,130.0,0.0739382168429045
40.0,20.0,140.0,0.12316295394880339
40.0,20.0,150.0,0.11732534184513085
40.0,20.0,160.0,0.10501619132268163
40.0,20.0,170.0,0.0800517486945809
40.0,20.0,180.0,0.1541985878724245
40.0,20.0,190.0,0.0
40.0,20.0,200.0,0.04369558476615072
40.0,20.0,210.0,0.04611012742239591
40.0,20.0,220.0,0.015013119252123956
40.0,20.0,230.0,0.03617783701740684
40.0,20.0,240.0,0.0
40.0,20.0,250.0,0.0
40.0,20.0,260.0,0.02536294407613815
40.0,20.0,270.0,0.0
40.0,20.0,280.0,0.08922029064708371
40.0,20.0,290.0,0.0
40.0,30.0,0.0,0.002369078545785248
40.0,30.0,10.0,0.0
40.0,30.0,20.0,0.027890433060479856
40.0,30.0,30.0,0.0
40.0,30.0,40.0,0.0
40.0,30.0,50.0,0.0242656298959999
40.0,30.0,60.0,0.05952589901951143
40.0,30.0,70.0,0.0
40.0,30.0,80.0,0.03154484378201783
40.0,30.0,90.0,0.05977096145909185
40.0,30.0,100.0,0.01442039526674009
40.0,30.0,110.0,0.07096325810833534
40.0,30.0,120.0,0.24388376324493027
40.0,30.0,130.0,0.11672520800132924
40.0,30.0,140.0,0.14935511885859304
40.0,30.0,150.0,0.16699423281807854
40.0,30.0,160.0,0.14082083244457644
40.0,30.0,170.0,0.0696804409251671
40.0,30.0,180.0,0.12141673712778316
40.0,30.0,190.0,0.0
40.0,30.0,200.0,0.06280296466621574
40.0,30.0,210.0,0.024347246635412424
40.0,30.0,220.0,0.007314638970116347
40.0,30.0,230.0,0.03498794664671481
40.0,30.0,240.0,0.0
40.0,30.0,250.0,0.04114242165633976
40.0,30.0,260.0,0.0
40.0,30.0,270.0,0.033365655827174295
40.0,30.0,280.0,0.04490651673959102
40.0,30.0,290.0,0.0
40.0,40.0,0.0,0.0
40.0,40.0,10.0,0.004910755433060498
40.0,40.0,20.0,0.0
40.0,40.0,30.0,0.05374014097047419
40.0,40.0,40.0,0.0
40.0,40.0,50.0,0.06395357458856966
40.0,40.0,60.0,0.06660309294651945
40.0,40.0,70.0,0.0
40.0,40.0,80.0,0.04964425298425318
40.0,40.0,90.0,0.04430501166506444
40.0,40.0,100.0,0.17749680624281455
40.0,40.0,110.0,0.13595740562777822
40.0,40.0,120.0,0.21182677784785547
40.0,40.0,130.0,0.24924969770991012
40.0,40.0,140.0,0.20107284626493427
40.0,40.0,150.0,0.15682323077736218
40.0,40.0,160.0,0.1833566303830126
40.0,40.0,170.0,0.21197774256031054
40.0,40.0,180.0,0.10109112699753864
40.0,40.0,190.0,0.12816230164764333
40.0,40.0,200.0,0.12260834504207423
40.0,40.0,210.0,0.025772938160720064
40.0,40.0,220.0,0.06120290010418468
40.0,40.0,230.0,0.014023252425438577
40.0,40.0,240.0,0.0
40.0,40.0,250.0,0.0
40.0,40.0,260.0,0.0
40.0,40.0,270.0,0.06386593562865153
40.0,40.0,280.0,0.036339158484285115
40.0,40.0,290.0,0.026147283445176892
40.0,50.0,0.0,0.0
40.0,50.0,10.0,0.0
40.0,50.0,20.0,0.02239205932012606
40.0,50.0,30.0,0.0
40.0,50.0,40.0,0.0
40.0,50.0,50.0,0.01579984044933801
40.0,50.0,60.0,0.0
40.0,50.0,70.0,0.019524303573667034
40.0,50.0,80.0,0.09395611992586327
40.0,50.0,90.0,0.08122065123692869
40.0,50.0,100.0,0.06191153979821711
40.0,50.0,110.0,0.2074967951101674
40.0,50.0,120.0,0.17373202977185231
40.0,50.0,130.0,0.15975592042500833
40.0,50.0,140.0,0.11404016976600947
40.0,50.0,150.0,0.28963132244241757
40.0,50.0,160.0,0.2164385987448677
40.0,50.0,170.0,0.1526148805808339
40.0,50.0,180.0,0.1678139049505169
40.0,50.0,190.0,0.07533082688424265
40.0,50.0,200.0,0.029306611397057675
40.0,50.0,210.0,0.0
40.0,50.0,220.0,0.0
40.0,50.0,230.0,0.13729847406127407
40.0,50.0,240.0,0.04069746225704257
40.0,50.0,250.0,0.06877946976934804
40.0,50.0,260.0,0.011122518447435401
40.0,50.0,270.0,0.03726587373985656
40.0,50.0,280.0,0.0
40.0,50.0,290.0,0.04018637512743866
40.0,60.0,0.0,0.11127244068267117
40.0,60.0,10.0,0.09754707024405332
40.0,60.0,20.0,0.043647047455551494
40.0,60.0,30.0,0.04141197282711124
40.0,60.0,40.0,0.0009379906292374673
40.0,60.0,50.0,0.07470546100435124
40.0,60.0,60.0,0.03698040150479756
40.0,60.0,70.0,0.08254445791796816
40.0,60.0,80.0,0.0
40.0,60.0,90.0,0.11446516845561126
40.0,60.0,100.0,0.1011469518895231
40.0,60.0,110.0,0.24217001642947433
40.0,60.0,120.0,0.27084484518426677
40.0,60.0,130.0,0.22578106848860702
40.0,60.0,140.0,0.22019948295101877
40.0,60.0,150.0,0.25989096256301525
40.0,60.0,160.0,0.16856357497632984
40.0,60.0,170.0,0.2109334551405041
40.0,60.0,180.0,0.2122003126054081
40.0,60.0,190.0,0.040775739090067264
40.0,60.0,200.0,0.03273812639726749
40.0,60.0,210.0,0.07595792785397994
40.0,60.0,220.0,0.06836585523813334
40.0,60.0,230.0,0.0
40.0,60.0,240.0,0.02841675339794776
40.0,60.0,250.0,0.04680790689338654
40.0,60.0,260.0,0.03693452823092827
40.0,60.0,270.0,0.03685373036659037
40.0,60.0,280.0,0.0
40.0,60.0,290.0,0.0
40.0,70.0,0.0,0.02970743596794169
40.0,70.0,10.0,0.00865279921420973
40.0,70.0,20.0,0.09380234024274443
40.0,70.0,30.0,0.03066354894806215
40.0,70.0,40.0,0.005468866402040135
40.0,70.0,50.0,0.011429113641281314
40.0,70.0,60.0,0.0
40.0,70.0,70.0,0.11937563254498326
40.0,70.0,80.0,0.08098398765315307
40.0,70.0,90.0,0.08469073883522356
40.0,70.0,100.0,0.20595252862274901
40.0,70.0,110.0,0.2467025803851177
40.0,70.0,120.0,0.20896447409996452
40.0,70.0,130.0,0.29637498652440375
40.0,70.0,140.0,0.239874996930344
40.0,70.0,150.0,0.16522762562656443
40.0,70.0,160.0,0.24057958656545508
40.0,70.0,170.0,0.15777153342149186
40.0,70.0,180.0,0.12747486985380535
40.0,70.0,190.0,0.12282390942094767
40.0,70.0,200.0,0.10132554688307871
40.0,70.0,210.0,0.0
40.0,70.0,220.0,0.09251803704539246
40.0,70.0,230.0,0.029748532002756387
40.0,70.0,240.0,0.023699589956123528
40.0,70.0,250.0,0.0
40.0,70.0,260.0,0.053952061333957274
40.0,70.0,270.0,0.0
40.0,70.0,280.0,0.0034272851792004053
40.0,70.0,290.0,0.0
40.0,80.0,0.0,0.0
40.0,80.0,10.0,0.0
40.0,80.0,20.0,0.030536363522241306
40.0,80.0,30.0,0.0
40.0,80.0,40.0,0.02487986040465041
40.0,80.0,50.0,0.009672603881069003
40.0,80.0,60.0,0.0
40.0,80.0,70.0,0.12352897281969658
40.0,80.0,80.0,0.02974555088198086
40.0,80.0,90.0,0.13930043504106226
40.0,80.0,100.0,0.19470500380392913
40.0,80.0,110.0,0.19930052714878277
40.0,80.0,120.0,0.2331206458745074
40.0,80.0,130.0,0.23516222063355496
40.0,80.0,140.0,0.28531798836823247
40.0,80.0,150.0,0.3749867260035945
40.0,80.0,160.0,0.2590495012107248
40.0,80.0,170.0,0.22729137266418453
40.0,80.0,180.0,0.16295180911342974
40.0,80.0,190.0,0.12055412597558782
40.0,80.0,200.0,0.08625469587242057
40.0,80.0,210.0,0.07833522147493846
40.0,80.0,220.0,0.07661616596510198
40.0,80.0,230.0,0.09411730515177263
40.0,80.0,240.0,0.0
40.0,80.0,250.0,0.0
40.0,80.0,260.0,0.004690578218771778
40.0,80.0,270.0,0.0
40.0,80.0,280.0,0.056852302406836246
40.0,80.0,290.0,0.012455516194786567
40.0,90.0,0.0,0.0
40.0,90.0,10.0,0.07269184321502369
40.0,90.0,20.0,0.00689036403615031
40.0,90.0,30.0,0.13283730490701948
40.0,90.0,40.0,0.04381345466478628
40.0,90.0,50.0,0.01741865916458712
40.0,90.0,60.0,0.0
40.0,90.0,70.0,0.030339816032673442
40.0,90.0,80.0,0.07242910048326191
40.0,90.0,90.0,0.10141711575778764
40.0,90.0,100.0,0.14701967531725987
40.0,90.0,110.0,0.2505742732474014
40.0,90.0,120.0,0.2229580376768295
40.0,90.0,130.0,0.34834435426295934
40.0,90.0,140.0,0.3498140675155225
40.0,90.0,150.0,0.3619475200530249
40.0,90.0,160.0,0.37560128450396413
40.0,90.0,170.0,0.2433275795763155
40.0,90.0,180.0,0.2211237524751262
40.0,90.0,190.0,0.1982808512768255
40.0,90.0,200.0,0.1520088163497133
40.0,90.0,210.0,0.0858998597411062
40.0,90.0,220.0,0.12224233589793301
40.0,90.0,230.0,0.05321468459838895
40.0,90.0,240.0,0.0
40.0,90.0,250.0,0.059097096866812186
40.0,90.0,260.0,0.013591037766099
40.0,90.0,270.0,0.0
40.0,90.0,280.0,0.0
40.0,90.0,290.0,0.056988304949181355
40.0,100.0,0.0,0.1303995058279775
40.0,100.0,10.0,0.08405262974581783
40.0,100.0,20.0,0.011831744212084116
40.0,100.0,30.0,0.06086923794204504
40.0,100.0,40.0,0.015009068279022982
40.0,100.0,50.0,0.0
40.0,100.0,60.0,0.02418189187430554
40.0,100.0,70.0,0.1374768341529608
40.0,100.0,80.0,0.11560287385384863
40.0,100.0,90.0,0.18686080466981955
40.0,100.0,100.0,0.1800461014642169
40.0,100.0,110.0,0.061303956092774003
40.0,100.0,120.0,0.33920306676357775
40.0,100.0,130.0,0.43873644140932166
40.0,100.0,140.0,0.39197822294056023
40.0,100.0,150.0,0.3784181199988446
40.0,100.0,160.0,0.33967618381592046
40.0,100.0,170.0,0.3489433346346054
40.0,100.0,180.0,0.22055795206306628
40.0,100.0,190.0,0.267623009449151
40.0,100.0,200.0,0.16329443044946315
40.0,100.0,210.0,0.1603709442067886
40.0,100.0,220.0,0.0
40.0,100.0,230.0,0.013325230842507044
40.0,100.0,240.0,0.037146750505051854
40.0,100.0,250.0,0.04212774139066409
40.0,100.0,260.0,0.032099249981856585
40.0,100.0,270.0,0.0
40.0,100.0,280.0,0.014187531807813115
40.0,100.0,290.0,0.037144642737528856
40.0,110.0,0.0,0.0
40.0,110.0,10.0,0.0
40.0,110.0,20.0,0.04689933741067039
40.0,110.0,30.0,0.0
40.0,110.0,40.0,0.0
40.0,110.0,50.0,0.004527879871588935
40.0,110.0,60.0,0.06052936761404022
40.0,110.0,70.0,0.03601900848720991
40.0,110.0,80.0,0.19613619959105372
40.0,110.0,90.0,0.20074037615775736
40.0,110.0,100.0,0.17257679332451833
40.0,110.0,110.0,0.3417007701710322
40.0,110.0,120.0,0.37133384676806186
40.0,110.0,130.0,0.38403039137246586
40.0,110.0,140.0,0.39804196923127333
40.0,110.0,150.0,0.4014236946701951
40.0,110.0,160.0,0.3211417224320017
40.0,110.0,170.0,0.3022208449612001
40.0,110.0,180.0,0.3012295303124977
40.0,110.0,190.0,0.20180049041743614
40.0,110.0,200.0,0.1940300451437859
40.0,110.0,210.0,0.07438353656493688
40.0,110.0,220.0,0.056531736337727845
40.0,110.0,230.0,0.06836259531610353
40.0,110.0,240.0,0.02717977074941763
40.0,110.0,250.0,0.0
40.0,110.0,260.0,0.08845667055296794
40.0,110.0,270.0,0.08571343109487589
40.0,110.0,280.0,0.017526736345400074
40.0,110.0,290.0,0.0
40.0,120.0,0.0,0.0
40.0,120.0,10.0,0.054289055560760406
40.0,120.0,20.0,0.0
40.0,120.0,30.0,0.0
40.0,120.0,40.0,0.09223299972958325
40.0,120.0,50.0,0.0
40.0,120.0,60.0,0.041183606274813246
40.0,120.0,70.0,0.0964205457396777
40.0,120.0,80.0,0.10342827822480734
40.0,120.0,90.0,0.12602319538980442
40.0,120.0,100.0,0.2123583511172927
40.0,120.0,110.0,0.24365265149898654
40.0,120.0,120.0,0.37822664688283314
40.0,120.0,130.0,0.34034158517544
40.0,120.0,140.0,0.4173228913533031
40.0,120.0,150.0,0.33605664444911787
40.0,120.0,160.0,0.335365872400208
40.0,120.0,170.0,0.3752119847842709
40.0,120.0,180.0,0.3787000441069381
40.0,120.0,190.0,0.28809166232588135
40.0,120.0,200.0,0.14408613143614357
40.0,120.0,210.0,0.08614093800729601
40.0,120.0,220.0,0.0109509503761865
40.0,120.0,230.0,0.016610869545772296
40.0,120.0,240.0,0.02363730701312848
40.0,120.0,250.0,0.004800249933785489
40.0,120.0,260.0,0.0
40.0,120.0,270.0,0.0
40.0,120.0,280.0,0.04478262053897656
40.0,120.0,290.0,0.0
40.0,130.0,0.0,0.0018142743829204003
40.0,130.0,10.0,7.831249305775465e-05
40.0,130.0,20.0,0.0
40.0,130.0,30.0,0.0074797217746063556
40.0,130.0,40.0,0.07245880186093559
40.0,130.0,50.0,0.08960497524664725
40.0,130.0,60.0,0.07302063064477407
40.0,130.0,70.0,0.034367255760398674
40.0,130.0,80.0,0.04099909806085994
40.0,130.0,90.0,0.19103771041454976
40.0,130.0,100.0,0.2079425189295589
40.0,130.0,110.0,0.25698125167447655
40.0,130.0,120.0,0.34635292325041295
40.0,130.0,130.0,0.33085924911698283
40.0,130.0,140.0,0.38153646505920347
40.0,130.0,150.0,0.43501291176853035
40.0,130.0,160.0,0.37423325168737
40.0,130.0,170.0,0.29641406804209913
40.0,130.0,180.0,0.296793582676901
40.0,130.0,190.0,0.22002074901461086
40.0,130.0,200.0,0.14741392552455487
40.0,130.0,210.0,0.22563510331419678
40.0,130.0,220.0,0.07651377269091572
40.0,130.0,230.0,0.10574921369622234
40.0,130.0,240.0,0.0
40.0,130.0,250.0,0.02861490459273453
40.0,130.0,260.0,0.0
40.0,130.0,270.0,0.1676636923349961
40.0,130.0,280.0,0.0
40.0,130.0,290.0,0.07286403319015504
40.0,140.0,0.0,0.03470187643473811
40.0,140.0,10.0,0.0
40.0,140.0,20.0,0.0
40.0,140.0,30.0,0.0
40.0,140.0,40.0,0.0
40.0,140.0,50.0,0.03863094296091376
40.0,140.0,60.0,0.03766467862926884
40.0,140.0,70.0,0.06555833172731128
40.0,140.0,80.0,0.09407018018014218
40.0,140.0,90.0,0.12078590408899978
40.0,140.0,100.0,0.30152030629517157
40.0,140.0,110.0,0.2905441072999611
40.0,140.0,120.0,0.344735732688601
40.0,140.0,130.0,0.45946625796308027
40.0,140.0,140.0,0.34078985384836774
40.0,140.0,150.0,0.38373435809175716
40.0,140.0,160.0,0.35200563481549385
40.0,140.0,170.0,0.3816703455693673
40.0,140.0,180.0,0.39776452266109485
40.0,140.0,190.0,0.25323068416784567
40.0,140.0,200.0,0.1687568517046093
40.0,140.0,210.0,0.14237898955126138
40.0,140.0,220.0,0.120460932030298
40.0,140.0,230.0,0.020436506247686843
40.0,140.0,240.0,0.0
40.0,140.0,250.0,0.0
40.0,140.0,260.0,0.04573847091665664
40.0,140.0,270.0,0.019517386882322806
40.0,140.0,280.0,0.0
40.0,140.0,290.0,0.07296291794634915
40.0,150.0,0.0,0.0
40.0,150.0,10.0,0.09636076183585358
40.0,150.0,20.0,0.04987178873289037
40.0,150.0,30.0,0.03490573956399352
40.0,150.0,40.0,0.0
40.0,150.0,50.0,0.02918210206217938
40.0,150.0,60.0,0.13425599655416515
40.0,150.0,70.0,0.05699601411520733
40.0,150.0,80.0,0.06877021342214493
40.0,150.0,90.0,0.13354402580173347
40.0,150.0,100.0,0.2895156732703651
40.0,150.0,110.0,0.25926433573305974
40.0,150.0,120.0,0.341411221572807
40.0,150.0,130.0,0.42886808253209824
40.0,150.0,140.0,0.5267883323129645
40.0,150.0,150.0,0.37171812898419215
40.0,150.0,160.0,0.37596512805574395
40.0,150.0,170.0,0.30911877018303635
40.0,150.0,180.0,0.27788192694582237
40.0,150.0,190.0,0.28252701146297693
40.0,150.0,200.0,0.21661992101959388
40.0,150.0,210.0,0.11246502929607384
40.0,150.0,220.0,0.08171792174297413
40.0,150.0,230.0,0.06611808777012701
40.0,150.0,240.0,0.1091661206172277
40.0,150.0,250.0,0.11976205218099326
40.0,150.0,260.0,0.029405838903603196
40.0,150.0,270.0,0.022683378224492238
40.0,150.0,280.0,0.058884845863621436
40.0,150.0,290.0,0.04493496422193701
40.0,160.0,0.0,0.021995112099746496
40.0,160.0,10.0,0.05204870307146607
40.0,160.0,20.0,0.0
40.0,160.0,30.0,0.0
40.0,160.0,40.0,0.03188368786933888
40.0,160.0,50.0,0.03417689195103177
40.0,160.0,60.0,0.0
40.0,160.0,70.0,0.09665579302237179
40.0,160.0,80.0,0.09280034491311816
40.0,160.0,90.0,0.13008907365503058
40.0,160.0,100.0,0.12556448537444545
40.0,160.0,110.0,0.3272692261588552
40.0,160.0,120.0,0.30706489841530693
40.0,160.0,130.0,0.39593735873245856
40.0,160.0,140.0,0.4054587207219999
40.0,160.0,150.0,0.3061244224554227
40.0,160.0,160.0,0.2925493174913312
40.0,160.0,170.0,0.3111598250977865
40.0,160.0,180.0,0.27718402333684394
40.0,160.0,190.0,0.23766118264549568
40.0,160.0,200.0,0.09183413535194763
40.0,160.0,210.0,0.16592829686670776
40.0,160.0,220.0,0.07352466711993784
40.0,160.0,230.0,0.07889626527224435
40.0,160.0,240.0,0.04595299048608719
40.0,160.0,250.0,0.0
40.0,160.0,260.0,0.0
40.0,160.0,270.0,0.03127372729036123
40.0,160.0,280.0,0.0
40.0,160.0,290.0,0.0
40.0,170.0,0.0,0.0
40.0,170.0,10.0,0.0
40.0,170.0,20.0,0.05856228189246365
40.0,170.0,30.0,0.0
40.0,170.0,40.0,0.0
40.0,170.0,50.0,0.032937425224365637
40.0,170.0,60.0,0.08728210359068148
40.0,170.0,70.0,0.10554680988664501
40.0,170.0,80.0,0.1040784129251448
40.0,170.0,90.0,0.20968670879154833
40.0,170.0,100.0,0.2551306275157768
40.0,170.0,110.0,0.21408677067615983
40.0,170.0,120.0,0.388035935070411
40.0,170.0,130.0,0.35467396300541754
40.0,170.0,140.0,0.46066124045413664
40.0,170.0,150.0,0.4635140571645826
40.0,170.0,160.0,0.2825490087346335
40.0,170.0,170.0,0.2877166610557356
40.0,170.0,180.0,0.2694849835068279
40.0,170.0,190.0,0.2369449228865273
40.0,170.0,200.0,0.15827266396186487
40.0,170.0,210.0,0.14902677666739195
40.0,170.0,220.0,0.09054983421426127
40.0,170.0,230.0,0.018058382535590382
40.0,170.0,240.0,0.0
40.0,170.0,250.0,0.0
40.0,170.0,260.0,0.034111978231510236
40.0,170.0,270.0,0.031892062557794525
40.0,170.0,280.0,0.0
40.0,170.0,290.0,0.0
40.0,180.0,0.0,0.06211733525542651
40.0,180.0,10.0,0.09358704971819197
40.0,180.0,20.0,0.07115166578575775
40.0,180.0,30.0,0.10213435551143711
40.0,180.0,40.0,0.0
40.0,180.0,50.0,0.060944580818855607
40.0,180.0,60.0,0.11170593430104664
40.0,180.0,70.0,0.08131492136465897
40.0,180.0,80.0,0.017768699763571733
40.0,180.0,90.0,0.18026647423638578
40.0,180.0,100.0,0.17071403029337587
40.0,180.0,110.0,0.33511258823664675
40.0,180.0,120.0,0.34552262900706837
40.0,180.0,130.0,0.3546163320259823
40.0,180.0,140.0,0.3892283362601263
40.0,180.0,150.0,0.34037181859864907
40.0,180.0,160.0,0.3603010723288741
40.0,180.0,170.0,0.26748965867254737
40.0,180.0,180.0,0.2576030649307127
40.0,180.0,190.0,0.25717280781578084
40.0,180.0,200.0,0.20812064138555314
40.0,180.0,210.0,0.13001989729883498
40.0,180.0,220.0,0.047193651184127196
40.0,180.0,230.0,0.019062689144023398
40.0,180.0,240.0,0.0
40.0,180.0,250.0,0.0425290449172234
40.0,180.0,260.0,0.09939498915783537
40.0,180.0,270.0,0.0
40.0,180.0,280.0,0.0
40.0,180.0,290.0,0.0
40.0,190.0,0.0,0.07772451229258683
40.0,190.0,10.0,0.0
40.0,190.0,20.0,0.03795802844566066
40.0,190.0,30.0,0.04862271877428796
40.0,190.0,40.0,0.0
40.0,190.0,50.0,0.010906168619038278
40.0,190.0,60.0,0.045674123137140414
40.0,190.0,70.0,0.12772499956194058
40.0,190.0,80.0,0.1211968134347205
40.0,190.0,90.0,0.1279658003729205
40.0,190.0,100.0,0.13998115607667805
40.0,190.0,110.0,0.23850013341204024
40.0,190.0,120.0,0.3418878368657362
40.0,190.0,130.0,0.34078376600305477
40.0,190.0,140.0,0.3329132042941216
40.0,190.0,150.0,0.3705641721985623
