x,y,z,dx,dy,dz,density,is_ore,rock_type,cu_grade
10,80,100,10,10,5,2.7,False,Waste,0.1924273820831411
20,80,80,10,10,5,2.7,True,Ore,0.40663967994091155
20,80,85,10,10,5,2.7,True,Ore,0.40663967994091155
20,80,90,10,10,5,2.7,True,Ore,0.40663967994091155
20,80,95,10,10,5,2.7,False,Waste,0.1924273820831411
20,80,100,10,10,5,2.7,False,Waste,0.1924273820831411
30,80,80,10,10,5,2.7,True,Ore,0.40663967994091155
30,80,85,10,10,5,2.7,True,Ore,0.40663967994091155
30,80,90,10,10,5,2.7,True,Ore,0.40663967994091155
30,80,95,10,10,5,2.7,False,Waste,0.1924273820831411
30,80,100,10,10,5,2.7,False,Waste,0.1924273820831411
40,80,80,10,10,5,2.7,True,Ore,0.40663967994091155
40,80,85,10,10,5,2.7,True,Ore,0.40663967994091155
40,80,90,10,10,5,2.7,False,Waste,0.1924273820831411
40,80,95,10,10,5,2.7,False,Waste,0.1924273820831411
40,80,100,10,10,5,2.7,False,Waste,0.1924273820831411
50,80,80,10,10,5,2.7,True,Ore,0.40663967994091155
50,80,85,10,10,5,2.7,True,Ore,0.40663967994091155
50,80,90,10,10,5,2.7,False,Waste,0.1924273820831411
50,80,95,10,10,5,2.7,False,Waste,0.1924273820831411
50,80,100,10,10,5,2.7,False,Waste,0.1924273820831411
60,80,80,10,10,5,2.7,True,Ore,0.40663967994091155
60,80,85,10,10,5,2.7,False,Waste,0.1924273820831411
60,80,90,10,10,5,2.7,False,Waste,0.1924273820831411
60,80,95,10,10,5,2.7,False,Waste,0.1924273820831411
60,80,100,10,10,5,2.7,False,Waste,0.1924273820831411
70,80,80,10,10,5,2.7,True,Ore,0.40663967994091155
70,80,85,10,10,5,2.7,False,Waste,0.1924273820831411
70,80,90,10,10,5,2.7,False,Waste,0.1924273820831411
70,80,95,10,10,5,2.7,False,Waste,0.1924273820831411
70,80,100,10,10,5,2.7,False,Waste,0.1924273820831411
80,80,80,10,10,5,2.7,True,Ore,0.40663967994091155
80,80,85,10,10,5,2.7,False,Waste,0.1924273820831411
80,80,90,10,10,5,2.7,False,Waste,0.1924273820831411
80,80,95,10,10,5,2.7,False,Waste,0.1924273820831411
80,80,100,10,10,5,2.7,False,Waste,0.1924273820831411
90,80,80,10,10,5,2.7,False,Waste,0.1924273820831411
90,80,85,10,10,5,2.7,False,Waste,0.1924273820831411
90,80,90,10,10,5,2.7,False,Waste,0.1924273820831411
90,80,95,10,10,5,2.7,False,Waste,0.1924273820831411
90,80,100,10,10,5,2.7,False,Waste,0.1924273820831411
100,80,80,10,10,5,2.7,False,Waste,0.1924273820831411
100,80,85,10,10,5,2.7,False,Waste,0.1924273820831411
100,80,90,10,10,5,2.7,False,Waste,0.1924273820831411
100,80,95,10,10,5,2.7,False,Waste,0.1924273820831411
100,80,100,10,10,5,2.7,False,Waste,0.1924273820831411
0,90,80,10,10,5,2.7,True,Ore,0.40663967994091155
0,90,85,10,10,5,2.7,True,Ore,0.40663967994091155
0,90,90,10,10,5,2.7,True,Ore,0.40663967994091155
0,90,95,10,10,5,2.7,True,Ore,0.40663967994091155
0,90,100,10,10,5,2.7,False,Waste,0.1924273820831411
10,90,80,10,10,5,2.7,True,Ore,0.40663967994091155
10,90,85,10,10,5,2.7,True,Ore,0.40663967994091155
10,90,90,10,10,5,2.7,True,Ore,0.40663967994091155
10,90,95,10,10,5,2.7,False,Waste,0.1924273820831411
10,90,100,10,10,5,2.7,False,Waste,0.1924273820831411
20,90,80,10,10,5,2.7,True,Ore,0.40663967994091155
20,90,85,10,10,5,2.7,True,Ore,0.40663967994091155
20,90,90,10,10,5,2.7,True,Ore,0.40663967994091155
20,90,95,10,10,5,2.7,False,Waste,0.1924273820831411
20,90,100,10,10,5,2.7,False,Waste,0.1924273820831411
30,90,80,10,10,5,2.7,True,Ore,0.40663967994091155
30,90,85,10,10,5,2.7,True,Ore,0.40663967994091155
30,90,90,10,10,5,2.7,False,Waste,0.1924273820831411
30,90,95,10,10,5,2.7,False,Waste,0.1924273820831411
30,90,100,10,10,5,2.7,False,Waste,0.1924273820831411
40,90,80,10,10,5,2.7,True,Ore,0.40663967994091155
40,90,85,10,10,5,2.7,True,Ore,0.40663967994091155
40,90,90,10,10,5,2.7,False,Waste,0.1924273820831411
40,90,95,10,10,5,2.7,False,Waste,0.1924273820831411
40,90,100,10,10,5,2.7,False,Waste,0.1924273820831411
50,90,80,10,10,5,2.7,True,Ore,0.40663967994091155
50,90,85,10,10,5,2.7,True,Ore,0.40663967994091155
50,90,90,10,10,5,2.7,False,Waste,0.1924273820831411
50,90,95,10,10,5,2.7,False,Waste,0.1924273820831411
50,90,100,10,10,5,2.7,False,Waste,0.1924273820831411
60,90,80,10,10,5,2.7,True,Ore,0.40663967994091155
60,90,85,10,10,5,2.7,False,Waste,0.1924273820831411
60,90,90,10,10,5,2.7,False,Waste,0.1924273820831411
60,90,95,10,10,5,2.7,False,Waste,0.1924273820831411
60,90,100,10,10,5,2.7,False,Waste,0.1924273820831411
70,90,80,10,10,5,2.7,True,Ore,0.40663967994091155
70,90,85,10,10,5,2.7,False,Waste,0.1924273820831411
70,90,90,10,10,5,2.7,False,Waste,0.1924273820831411
70,90,95,10,10,5,2.7,False,Waste,0.1924273820831411
70,90,100,10,10,5,2.7,False,Waste,0.1924273820831411
80,90,80,10,10,5,2.7,False,Waste,0.1924273820831411
80,90,85,10,10,5,2.7,False,Waste,0.1924273820831411
80,90,90,10,10,5,2.7,False,Waste,0.1924273820831411
80,90,95,10,10,5,2.7,False,Waste,0.1924273820831411
80,90,100,10,10,5,2.7,False,Waste,0.1924273820831411
90,90,80,10,10,5,2.7,False,Waste,0.1924273820831411
90,90,85,10,10,5,2.7,False,Waste,0.1924273820831411
90,90,90,10,10,5,2.7,False,Waste,0.1924273820831411
90,90,95,10,10,5,2.7,False,Waste,0.1924273820831411
90,90,100,10,10,5,2.7,False,Waste,0.1924273820831411
100,90,80,10,10,5,2.7,False,Waste,0.1924273820831411
100,90,85,10,10,5,2.7,False,Waste,0.1924273820831411
100,90,90,10,10,5,2.7,False,Waste,0.1924273820831411
100,90,95,10,10,5,2.7,False,Waste,0.1924273820831411
100,90,100,10,10,5,2.7,False,Waste,0.1924273820831411
0,100,80,10,10,5,2.7,True,Ore,0.40663967994091155
0,100,85,10,10,5,2.7,True,Ore,0.40663967994091155
0,100,90,10,10,5,2.7,True,Ore,0.40663967994091155
0,100,95,10,10,5,2.7,False,Waste,0.1924273820831411
0,100,100,10,10,5,2.7,False,Waste,0.1924273820831411
10,100,80,10,10,5,2.7,True,Ore,0.40663967994091155
10,100,85,10,10,5,2.7,True,Ore,0.40663967994091155
10,100,90,10,10,5,2.7,True,Ore,0.40663967994091155
10,100,95,10,10,5,2.7,False,Waste,0.1924273820831411
10,100,100,10,10,5,2.7,False,Waste,0.1924273820831411
20,100,80,10,10,5,2.7,True,Ore,0.40663967994091155
20,100,85,10,10,5,2.7,True,Ore,0.40663967994091155
20,100,90,10,10,5,2.7,True,Ore,0.40663967994091155
20,100,95,10,10,5,2.7,False,Waste,0.1924273820831411
20,100,100,10,10,5,2.7,False,Waste,0.1924273820831411
30,100,80,10,10,5,2.7,True,Ore,0.40663967994091155
30,100,85,10,10,5,2.7,True,Ore,0.40663967994091155
30,100,90,10,10,5,2.7,False,Waste,0.1924273820831411
30,100,95,10,10,5,2.7,False,Waste,0.1924273820831411
30,100,100,10,10,5,2.7,False,Waste,0.1924273820831411
40,100,80,10,10,5,2.7,True,Ore,0.40663967994091155
40,100,85,10,10,5,2.7,True,Ore,0.40663967994091155
40,100,90,10,10,5,2.7,False,Waste,0.1924273820831411
40,100,95,10,10,5,2.7,False,Waste,0.1924273820831411
40,100,100,10,10,5,2.7,False,Waste,0.1924273820831411
50,100,80,10,10,5,2.7,True,Ore,0.40663967994091155
50,100,85,10,10,5,2.7,False,Waste,0.1924273820831411
50,100,90,10,10,5,2.7,False,Waste,0.1924273820831411
50,100,95,10,10,5,2.7,False,Waste,0.1924273820831411
50,100,100,10,10,5,2.7,False,Waste,0.1924273820831411
60,100,80,10,10,5,2.7,True,Ore,0.40663967994091155
60,100,85,10,10,5,2.7,False,Waste,0.1924273820831411
60,100,90,10,10,5,2.7,False,Waste,0.1924273820831411
60,100,95,10,10,5,2.7,False,Waste,0.1924273820831411
60,100,100,10,10,5,2.7,False,Waste,0.1924273820831411
70,100,80,10,10,5,2.7,True,Ore,0.40663967994091155
70,100,85,10,10,5,2.7,False,Waste,0.1924273820831411
70,100,90,10,10,5,2.7,False,Waste,0.1924273820831411
70,100,95,10,10,5,2.7,False,Waste,0.1924273820831411
70,100,100,10,10,5,2.7,False,Waste,0.1924273820831411
80,100,80,10,10,5,2.7,False,Waste,0.1924273820831411
80,100,85,10,10,5,2.7,False,Waste,0.1924273820831411
80,100,90,10,10,5,2.7,False,Waste,0.1924273820831411
80,100,95,10,10,5,2.7,False,Waste,0.1924273820831411
80,100,100,10,10,5,2.7,False,Waste,0.1924273820831411
90,100,80,10,10,5,2.7,False,Waste,0.1924273820831411
90,100,85,10,10,5,2.7,False,Waste,0.1924273820831411
90,100,90,10,10,5,2.7,False,Waste,0.1924273820831411
90,100,95,10,10,5,2.7,False,Waste,0.1924273820831411
90,100,100,10,10,5,2.7,False,Waste,0.1924273820831411
100,100,80,10,10,5,2.7,False,Waste,0.1924273820831411
100,100,85,10,10,5,2.7,False,Waste,0.1924273820831411
100,100,90,10,10,5,2.7,False,Waste,0.1924273820831411
100,100,95,10,10,5,2.7,False,Waste,0.1924273820831411
100,100,100,10,10,5,2.7,False,Waste,0.1924273820831411
