timestamp,status
2023-10-08 09:40:48.749968824,Dumping
2023-10-08 09:41:01.141692975,Digging
2023-10-08 09:41:24.382317485,Swinging
2023-10-08 09:41:41.185533374,Dumping
2023-10-08 09:41:56.158863490,Digging
2023-10-08 09:42:11.160928563,Swinging
2023-10-08 09:42:21.197885709,Dumping
2023-10-08 09:42:34.625358015,Digging
2023-10-08 09:42:57.547003022,Swinging
2023-10-08 09:43:16.193098410,Dumping
2023-10-08 09:43:29.846312566,Digging
2023-10-08 09:43:52.947701864,Swinging
2023-10-08 09:44:12.580531905,Dumping
2023-10-08 09:44:23.183574325,Waiting for Truck
2023-10-08 09:45:39.656052600,Digging
2023-10-08 09:46:00.981439385,Swinging
2023-10-08 09:46:14.288608639,Dumping
2023-10-08 09:46:26.121003466,Digging
2023-10-08 09:46:47.937277041,Swinging
2023-10-08 09:47:02.161032055,Dumping
2023-10-08 09:47:12.522586406,Digging
2023-10-08 09:47:37.521150765,Swinging
2023-10-08 09:47:49.011331768,Dumping
2023-10-08 09:48:01.480292698,Waiting for Truck
2023-10-08 09:48:17.054049981,Digging
2023-10-08 09:48:32.490070164,Swinging
2023-10-08 09:48:45.948700065,Dumping
2023-10-08 09:49:00.518799170,Waiting for Truck
2023-10-08 09:51:15.816030594,Digging
2023-10-08 09:51:33.897475135,Swinging
2023-10-08 09:51:46.178139276,Dumping
2023-10-08 09:51:59.064139426,Digging
2023-10-08 09:52:14.615688264,Swinging
2023-10-08 09:52:33.636125833,Dumping
2023-10-08 09:52:44.868116907,Digging
2023-10-08 09:53:01.709390341,Swinging
2023-10-08 09:53:18.968228987,Dumping
2023-10-08 09:53:29.049006593,Digging
2023-10-08 09:53:52.448663502,Swinging
2023-10-08 09:54:04.893288848,Dumping
2023-10-08 09:54:16.174199737,Digging
2023-10-08 09:54:33.740732481,Swinging
2023-10-08 09:54:49.046558419,Dumping
2023-10-08 09:55:00.499572866,Waiting for Truck
2023-10-08 09:55:36.849719990,Digging
2023-10-08 09:55:53.914370487,Swinging
2023-10-08 09:56:12.456747876,Dumping
2023-10-08 09:56:26.986609875,Digging
2023-10-08 09:56:44.407969168,Swinging
2023-10-08 09:56:54.803808118,Dumping
2023-10-08 09:57:05.786994576,Digging
2023-10-08 09:57:28.019582990,Swinging
2023-10-08 09:57:47.799283816,Dumping
2023-10-08 09:58:00.417242354,Waiting for Truck
2023-10-08 09:59:28.107881790,Digging
2023-10-08 09:59:46.539623111,Swinging
2023-10-08 10:00:02.814177425,Dumping
2023-10-08 10:00:13.324040499,Digging
2023-10-08 10:00:38.135201725,Swinging
2023-10-08 10:00:54.204218889,Dumping
2023-10-08 10:01:06.014375935,Digging
2023-10-08 10:01:28.177953675,Swinging
2023-10-08 10:01:39.833587110,Dumping
2023-10-08 10:01:52.780498223,Digging
2023-10-08 10:02:10.129322989,Swinging
2023-10-08 10:02:25.020578526,Dumping
2023-10-08 10:02:38.822340262,Digging
2023-10-08 10:02:58.482083614,Swinging
2023-10-08 10:03:10.924727588,Dumping
2023-10-08 10:03:21.183507628,Waiting for Truck
2023-10-08 10:06:02.506196260,Digging
2023-10-08 10:06:19.065162082,Swinging
2023-10-08 10:06:36.922983187,Dumping
2023-10-08 10:06:47.132601405,Waiting for Truck
2023-10-08 10:20:32.253858127,Digging
2023-10-08 10:20:54.186230570,Swinging
2023-10-08 10:21:07.094174617,Dumping
2023-10-08 10:21:18.982434545,Waiting for Truck
2023-10-08 10:21:38.999495978,Digging
2023-10-08 10:21:55.602287073,Swinging
2023-10-08 10:22:09.276454751,Dumping
2023-10-08 10:22:22.961112105,Digging
2023-10-08 10:22:47.944344060,Swinging
2023-10-08 10:23:05.065341122,Dumping
2023-10-08 10:23:16.520224916,Waiting for Truck
2023-10-08 10:28:21.298462745,Digging
2023-10-08 10:28:38.790211707,Swinging
2023-10-08 10:28:52.380014866,Dumping
2023-10-08 10:29:04.011285969,Digging
2023-10-08 10:29:24.622201042,Swinging
2023-10-08 10:29:38.482319880,Dumping
2023-10-08 10:29:50.764571138,Digging
2023-10-08 10:30:10.287873806,Swinging
2023-10-08 10:30:25.547899027,Dumping
2023-10-08 10:30:39.172216490,Waiting for Truck
2023-10-08 10:31:04.874874156,Digging
2023-10-08 10:31:21.821891810,Swinging
2023-10-08 10:31:38.634031703,Dumping
2023-10-08 10:31:52.378264968,Digging
2023-10-08 10:32:10.628762861,Swinging
2023-10-08 10:32:24.273460630,Dumping
2023-10-08 10:32:35.551424098,Digging
2023-10-08 10:32:59.173467506,Swinging
2023-10-08 10:33:16.124582558,Dumping
2023-10-08 10:33:28.675959538,Digging
2023-10-08 10:33:53.440272649,Swinging
2023-10-08 10:34:09.251020781,Dumping
2023-10-08 10:34:20.394757956,Waiting for Truck
2023-10-08 10:37:13.716567554,Digging
2023-10-08 10:37:29.005515213,Swinging
2023-10-08 10:37:41.999622048,Dumping
2023-10-08 10:37:53.556538213,Waiting for Truck
2023-10-08 10:40:07.253671208,Digging
2023-10-08 10:40:27.080682078,Swinging
2023-10-08 10:40:45.800497441,Dumping
2023-10-08 10:40:57.379123576,Waiting for Truck
2023-10-08 10:41:19.239332341,Digging
2023-10-08 10:41:41.240720769,Swinging
2023-10-08 10:41:54.223394327,Dumping
2023-10-08 10:42:05.159255780,Digging
2023-10-08 10:42:21.694538317,Swinging
2023-10-08 10:42:39.344626130,Dumping
2023-10-08 10:42:52.894752392,Digging
2023-10-08 10:43:10.268828765,Swinging
2023-10-08 10:43:28.833621978,Dumping
2023-10-08 10:43:41.483706848,Digging
2023-10-08 10:43:57.770778883,Swinging
2023-10-08 10:44:15.599853573,Dumping
2023-10-08 10:44:29.610299688,Digging
2023-10-08 10:44:50.413250810,Swinging
2023-10-08 10:45:04.108759378,Dumping
2023-10-08 10:45:15.043036358,Waiting for Truck
2023-10-08 10:49:01.359674023,Digging
2023-10-08 10:49:23.307854476,Swinging
2023-10-08 10:49:40.117851736,Dumping
2023-10-08 10:49:54.850294261,Digging
2023-10-08 10:50:14.523510959,Swinging
2023-10-08 10:50:26.602845718,Dumping
2023-10-08 10:50:37.240470788,Digging
2023-10-08 10:50:54.545191692,Swinging
2023-10-08 10:51:10.861175923,Dumping
2023-10-08 10:51:21.096949555,Waiting for Truck
2023-10-08 10:52:02.600068464,Digging
2023-10-08 10:52:22.926632415,Swinging
2023-10-08 10:52:35.343207380,Dumping
2023-10-08 10:52:47.387580854,Digging
2023-10-08 10:53:03.079797252,Swinging
2023-10-08 10:53:14.665475354,Dumping
2023-10-08 10:53:27.062404826,Waiting for Truck
2023-10-08 10:57:10.982782624,Digging
2023-10-08 10:57:35.696813061,Swinging
2023-10-08 10:57:50.203657331,Dumping
2023-10-08 10:58:04.967733167,Waiting for Truck
2023-10-08 11:00:17.643499470,Digging
2023-10-08 11:00:42.000137506,Swinging
2023-10-08 11:00:56.111876587,Dumping
2023-10-08 11:01:09.781241105,Waiting for Truck
2023-10-08 11:05:25.807502697,Digging
2023-10-08 11:05:48.828375765,Swinging
2023-10-08 11:06:03.463744128,Dumping
2023-10-08 11:06:18.024959124,Waiting for Truck
2023-10-08 11:06:47.514603948,Digging
2023-10-08 11:07:04.999118013,Swinging
2023-10-08 11:07:24.732381740,Dumping
2023-10-08 11:07:36.132521932,Waiting for Truck
2023-10-08 11:07:40.460153954,Digging
2023-10-08 11:07:58.218885340,Swinging
2023-10-08 11:08:14.248489279,Dumping
2023-10-08 11:08:28.601638080,Waiting for Truck
2023-10-08 11:10:34.093219992,Digging
2023-10-08 11:10:53.892868249,Swinging
2023-10-08 11:11:08.922266417,Dumping
2023-10-08 11:11:20.599291709,Digging
2023-10-08 11:11:41.612594977,Swinging
2023-10-08 11:11:53.797613699,Dumping
2023-10-08 11:12:07.879886962,Digging
2023-10-08 11:12:26.111197514,Swinging
2023-10-08 11:12:45.988227922,Dumping
2023-10-08 11:12:57.437046319,Digging
2023-10-08 11:13:17.880591039,Swinging
2023-10-08 11:13:32.781941006,Dumping
2023-10-08 11:13:45.119044700,Digging
2023-10-08 11:14:10.087698889,Swinging
2023-10-08 11:14:22.815479996,Dumping
2023-10-08 11:14:34.439763756,Digging
2023-10-08 11:14:57.204471639,Swinging
2023-10-08 11:15:11.038710601,Dumping
2023-10-08 11:15:25.414285554,Digging
2023-10-08 11:15:45.528120249,Swinging
2023-10-08 11:16:04.190531782,Dumping
2023-10-08 11:16:14.259291423,Digging
2023-10-08 11:16:29.683286054,Swinging
2023-10-08 11:16:44.713903090,Dumping
2023-10-08 11:16:56.779529296,Waiting for Truck
2023-10-08 11:19:04.886118870,Digging
2023-10-08 11:19:29.216202876,Swinging
2023-10-08 11:19:43.224576945,Dumping
2023-10-08 11:19:57.983567393,Waiting for Truck
2023-10-08 11:21:43.284174741,Digging
2023-10-08 11:22:06.862237050,Swinging
2023-10-08 11:22:22.823816061,Dumping
2023-10-08 11:22:37.217487258,Digging
2023-10-08 11:22:58.379043562,Swinging
2023-10-08 11:23:15.277382841,Dumping
2023-10-08 11:23:29.603066387,Digging
2023-10-08 11:23:52.882686065,Swinging
2023-10-08 11:24:11.029662675,Dumping
2023-10-08 11:24:24.054614159,Digging
2023-10-08 11:24:48.680951537,Swinging
2023-10-08 11:25:08.158916562,Dumping
2023-10-08 11:25:19.134379423,Digging
2023-10-08 11:25:44.050318834,Swinging
2023-10-08 11:25:58.211534246,Dumping
2023-10-08 11:26:08.421636655,Waiting for Truck
2023-10-08 11:26:14.674068606,Digging
2023-10-08 11:26:37.204971320,Swinging
2023-10-08 11:26:55.024952967,Dumping
2023-10-08 11:27:07.643712661,Digging
2023-10-08 11:27:30.211347494,Swinging
2023-10-08 11:27:40.578652456,Dumping
2023-10-08 11:27:53.640222779,Waiting for Truck
2023-10-08 11:28:12.986385753,Digging
2023-10-08 11:28:33.432988887,Swinging
2023-10-08 11:28:50.725205574,Dumping
2023-10-08 11:29:04.931093348,Digging
2023-10-08 11:29:27.108357917,Swinging
2023-10-08 11:29:40.812253162,Dumping
2023-10-08 11:29:51.745076243,Digging
2023-10-08 11:30:16.355267424,Swinging
2023-10-08 11:30:27.791403530,Dumping
2023-10-08 11:30:38.704132491,Digging
2023-10-08 11:30:56.280729424,Swinging
2023-10-08 11:31:10.736028288,Dumping
2023-10-08 11:31:25.115238164,Waiting for Truck
2023-10-08 11:35:47.983546655,Digging
2023-10-08 11:36:04.034753554,Swinging
2023-10-08 11:36:22.712445452,Dumping
2023-10-08 11:36:33.766298986,Digging
2023-10-08 11:36:49.944417140,Swinging
2023-10-08 11:37:00.069739650,Dumping
2023-10-08 11:37:13.934505107,Digging
2023-10-08 11:37:29.716495728,Swinging
2023-10-08 11:37:46.115842529,Dumping
2023-10-08 11:37:56.681612402,Waiting for Truck
2023-10-08 11:39:06.013267268,Digging
2023-10-08 11:39:23.691781251,Swinging
2023-10-08 11:39:42.046522059,Dumping
2023-10-08 11:39:55.830766158,Digging
2023-10-08 11:40:17.157869250,Swinging
2023-10-08 11:40:30.617320485,Dumping
2023-10-08 11:40:40.852821695,Waiting for Truck
2023-10-08 11:45:14.106747413,Digging
2023-10-08 11:45:36.440674354,Swinging
2023-10-08 11:45:53.908916586,Dumping
2023-10-08 11:46:04.839654935,Digging
2023-10-08 11:46:28.238587459,Swinging
2023-10-08 11:46:43.208259491,Dumping
2023-10-08 11:46:54.416776904,Digging
2023-10-08 11:47:14.599749830,Swinging
2023-10-08 11:47:31.587513695,Dumping
2023-10-08 11:47:43.427584217,Waiting for Truck
2023-10-08 11:50:48.616372365,Digging
2023-10-08 11:51:08.531900594,Swinging
2023-10-08 11:51:27.538829210,Dumping
2023-10-08 11:51:42.170359577,Digging
2023-10-08 11:52:03.498121035,Swinging
2023-10-08 11:52:15.761286820,Dumping
2023-10-08 11:52:28.574180338,Waiting for Truck
2023-10-08 11:53:25.772101935,Digging
2023-10-08 11:53:50.161765124,Swinging
2023-10-08 11:54:02.736530708,Dumping
2023-10-08 11:54:13.054331785,Digging
2023-10-08 11:54:30.733940597,Swinging
2023-10-08 11:54:50.065472833,Dumping
2023-10-08 11:55:03.584960666,Waiting for Truck
2023-10-08 11:58:11.129034054,Digging
2023-10-08 11:58:29.532607156,Swinging
2023-10-08 11:58:45.602154120,Dumping
2023-10-08 11:58:58.314534660,Waiting for Truck
2023-10-08 12:01:07.083553640,Digging
2023-10-08 12:01:26.375456139,Swinging
2023-10-08 12:01:43.799235107,Dumping
2023-10-08 12:01:55.763960861,Digging
2023-10-08 12:02:12.807221181,Swinging
2023-10-08 12:02:23.817015976,Dumping
2023-10-08 12:02:37.749298354,Waiting for Truck
2023-10-08 12:05:56.700341961,Digging
2023-10-08 12:06:13.224264491,Swinging
2023-10-08 12:06:29.672500873,Dumping
2023-10-08 12:06:41.913166312,Waiting for Truck
2023-10-08 12:07:38.087931448,Digging
2023-10-08 12:07:58.195590286,Swinging
2023-10-08 12:08:09.664696277,Dumping
2023-10-08 12:08:20.192988942,Digging
2023-10-08 12:08:43.073093005,Swinging
2023-10-08 12:08:57.480386213,Dumping
2023-10-08 12:09:09.800811256,Waiting for Truck
2023-10-08 12:09:20.597930911,Digging
2023-10-08 12:09:38.574033468,Swinging
2023-10-08 12:09:56.981736131,Dumping
2023-10-08 12:10:09.762340897,Digging
2023-10-08 12:10:27.507044593,Swinging
2023-10-08 12:10:39.030587583,Dumping
2023-10-08 12:10:52.924636288,Digging
2023-10-08 12:11:12.657458027,Swinging
2023-10-08 12:11:27.714464853,Dumping
2023-10-08 12:11:38.652357000,Digging
2023-10-08 12:11:56.645462049,Swinging
2023-10-08 12:12:12.396759725,Dumping
2023-10-08 12:12:27.135778195,Waiting for Truck
2023-10-08 12:12:31.017409713,Digging
2023-10-08 12:12:46.996522297,Swinging
2023-10-08 12:13:02.742842243,Dumping
2023-10-08 12:13:15.298283878,Digging
2023-10-08 12:13:38.704039806,Swinging
2023-10-08 12:13:55.205460325,Dumping
2023-10-08 12:14:08.368232225,Digging
2023-10-08 12:14:28.526536214,Swinging
2023-10-08 12:14:41.559979338,Dumping
2023-10-08 12:14:52.888204552,Digging
2023-10-08 12:15:15.608437229,Swinging
2023-10-08 12:15:32.063183199,Dumping
2023-10-08 12:15:47.018873150,Digging
2023-10-08 12:16:07.319526544,Swinging
2023-10-08 12:16:26.785294672,Dumping
2023-10-08 12:16:36.795441413,Digging
2023-10-08 12:16:59.217127798,Swinging
2023-10-08 12:17:16.930798721,Dumping
2023-10-08 12:17:31.346085044,Waiting for Truck
2023-10-08 12:18:08.482558310,Digging
2023-10-08 12:18:33.354835690,Swinging
2023-10-08 12:18:49.876560397,Dumping
2023-10-08 12:19:02.677059711,Digging
2023-10-08 12:19:25.507707027,Swinging
2023-10-08 12:19:38.793065242,Dumping
2023-10-08 12:19:51.825836610,Digging
2023-10-08 12:20:07.291969597,Swinging
2023-10-08 12:20:20.675651057,Dumping
2023-10-08 12:20:34.096188242,Waiting for Truck
2023-10-08 12:25:26.148922534,Digging
2023-10-08 12:25:42.767269233,Swinging
2023-10-08 12:25:57.089942731,Dumping
2023-10-08 12:26:09.272034793,Digging
2023-10-08 12:26:32.868419064,Swinging
2023-10-08 12:26:50.104595656,Dumping
2023-10-08 12:27:00.227559243,Digging
2023-10-08 12:27:20.156148623,Swinging
2023-10-08 12:27:35.836672735,Dumping
2023-10-08 12:27:50.513657729,Digging
2023-10-08 12:28:08.963759896,Swinging
2023-10-08 12:28:28.682130604,Dumping
2023-10-08 12:28:42.052466287,Digging
2023-10-08 12:28:57.350056029,Swinging
2023-10-08 12:29:13.387079021,Dumping
2023-10-08 12:29:28.028824462,Waiting for Truck
2023-10-08 12:30:11.905954167,Digging
2023-10-08 12:30:34.339834869,Swinging
2023-10-08 12:30:44.795414753,Dumping
2023-10-08 12:30:57.148162081,Digging
2023-10-08 12:31:12.990416914,Swinging
2023-10-08 12:31:25.549016938,Dumping
2023-10-08 12:31:40.250380609,Digging
2023-10-08 12:31:59.343874763,Swinging
2023-10-08 12:32:18.249215675,Dumping
2023-10-08 12:32:31.679373133,Digging
2023-10-08 12:32:53.451219153,Swinging
2023-10-08 12:33:05.257247609,Dumping
2023-10-08 12:33:18.637773033,Waiting for Truck
2023-10-08 12:36:19.378418409,Digging
2023-10-08 12:36:43.501547479,Swinging
2023-10-08 12:36:57.660392211,Dumping
2023-10-08 12:37:09.247917411,Waiting for Truck
2023-10-08 12:38:06.706829027,Digging
2023-10-08 12:38:25.173930944,Swinging
2023-10-08 12:38:43.628644490,Dumping
2023-10-08 12:38:54.764863876,Digging
2023-10-08 12:39:11.398273119,Swinging
2023-10-08 12:39:31.228115232,Dumping
2023-10-08 12:39:45.965667304,Digging
2023-10-08 12:40:03.861496379,Swinging
2023-10-08 12:40:15.694513876,Dumping
2023-10-08 12:40:27.946927948,Digging
2023-10-08 12:40:46.147686516,Swinging
2023-10-08 12:40:57.631353565,Dumping
2023-10-08 12:41:07.821727295,Digging
2023-10-08 12:41:29.109142887,Swinging
2023-10-08 12:41:44.052001704,Dumping
2023-10-08 12:41:56.332362923,Digging
2023-10-08 12:42:16.161722577,Swinging
2023-10-08 12:42:31.811040442,Dumping
2023-10-08 12:42:46.658206063,Digging
2023-10-08 12:43:06.900528520,Swinging
2023-10-08 12:43:25.594891261,Dumping
2023-10-08 12:43:39.161983443,Waiting for Truck
2023-10-08 12:47:55.551064862,Digging
2023-10-08 12:48:11.557456483,Swinging
2023-10-08 12:48:22.325690198,Dumping
2023-10-08 12:48:34.473566642,Digging
2023-10-08 12:48:53.836505791,Swinging
2023-10-08 12:49:13.022574944,Dumping
2023-10-08 12:49:27.638634079,Waiting for Truck
2023-10-08 12:50:32.250037717,Digging
2023-10-08 12:50:53.745622663,Swinging
2023-10-08 12:51:07.021035364,Dumping
2023-10-08 12:51:17.697070207,Digging
2023-10-08 12:51:37.040995422,Swinging
2023-10-08 12:51:51.872273334,Dumping
2023-10-08 12:52:02.107896789,Digging
2023-10-08 12:52:23.465513186,Swinging
2023-10-08 12:52:37.326266860,Dumping
2023-10-08 12:52:48.974647390,Waiting for Truck
2023-10-08 12:53:16.266238060,Digging
2023-10-08 12:53:36.719197686,Swinging
2023-10-08 12:53:51.507257921,Dumping
2023-10-08 12:54:05.561821027,Waiting for Truck
2023-10-08 12:54:06.022819253,Digging
2023-10-08 12:54:30.525118470,Swinging
2023-10-08 12:54:46.458415919,Dumping
2023-10-08 12:54:59.771306302,Digging
2023-10-08 12:55:14.998988915,Swinging
2023-10-08 12:55:29.095116309,Dumping
2023-10-08 12:55:40.333602008,Waiting for Truck
2023-10-08 12:56:11.098621418,Digging
2023-10-08 12:56:27.180434271,Swinging
2023-10-08 12:56:38.023290720,Dumping
2023-10-08 12:56:49.322029529,Waiting for Truck
2023-10-08 12:59:21.954134813,Digging
2023-10-08 12:59:44.788202360,Swinging
2023-10-08 12:59:55.624446919,Dumping
2023-10-08 13:00:05.913580465,Digging
2023-10-08 13:00:30.693896330,Swinging
2023-10-08 13:00:47.344465539,Dumping
2023-10-08 13:01:00.139493739,Digging
2023-10-08 13:01:22.912210008,Swinging
2023-10-08 13:01:32.981238398,Dumping
2023-10-08 13:01:46.650551205,Digging
2023-10-08 13:02:09.779163409,Swinging
2023-10-08 13:02:27.428645821,Dumping
2023-10-08 13:02:40.077259836,Waiting for Truck
2023-10-08 13:06:05.431641711,Digging
2023-10-08 13:06:28.929678424,Swinging
2023-10-08 13:06:44.232336931,Dumping
2023-10-08 13:06:55.583844129,Waiting for Truck
2023-10-08 13:08:25.764403420,Digging
2023-10-08 13:08:42.738952806,Swinging
2023-10-08 13:08:57.007281938,Dumping
2023-10-08 13:09:11.007316616,Digging
2023-10-08 13:09:26.967029352,Swinging
2023-10-08 13:09:42.872378483,Dumping
2023-10-08 13:09:53.125388975,Digging
2023-10-08 13:10:12.192335589,Swinging
2023-10-08 13:10:31.975099239,Dumping
2023-10-08 13:10:46.202834763,Waiting for Truck
2023-10-08 13:11:26.226932572,Digging
2023-10-08 13:11:48.842119648,Swinging
2023-10-08 13:12:02.822811560,Dumping
2023-10-08 13:12:14.119131612,Digging
2023-10-08 13:12:31.312798182,Swinging
2023-10-08 13:12:46.068173989,Dumping
2023-10-08 13:13:01.030152471,Digging
2023-10-08 13:13:18.037431974,Swinging
2023-10-08 13:13:32.885543118,Dumping
2023-10-08 13:13:47.545105875,Digging
2023-10-08 13:14:12.468405795,Swinging
2023-10-08 13:14:27.539630320,Dumping
2023-10-08 13:14:39.351227966,Waiting for Truck
2023-10-08 13:16:34.515841290,Digging
2023-10-08 13:16:59.310493502,Swinging
2023-10-08 13:17:15.741641726,Dumping
2023-10-08 13:17:27.479404495,Digging
2023-10-08 13:17:43.001635205,Swinging
2023-10-08 13:18:00.838596642,Dumping
2023-10-08 13:18:14.698558924,Waiting for Truck
2023-10-08 13:22:06.120247957,Digging
2023-10-08 13:22:27.321418965,Swinging
2023-10-08 13:22:43.847568422,Dumping
2023-10-08 13:22:58.180842006,Digging
2023-10-08 13:23:14.066150128,Swinging
2023-10-08 13:23:27.628591489,Dumping
2023-10-08 13:23:42.618674999,Digging
2023-10-08 13:24:00.851199007,Swinging
2023-10-08 13:24:15.944158196,Dumping
2023-10-08 13:24:27.739146091,Digging
2023-10-08 13:24:52.185968511,Swinging
2023-10-08 13:25:07.758922143,Dumping
2023-10-08 13:25:19.796617253,Digging
2023-10-08 13:25:35.221794472,Swinging
2023-10-08 13:25:52.824916816,Dumping
2023-10-08 13:26:03.752717320,Digging
2023-10-08 13:26:26.537672222,Swinging
2023-10-08 13:26:36.977992215,Dumping
2023-10-08 13:26:48.454569571,Waiting for Truck
2023-10-08 13:27:04.977072640,Digging
2023-10-08 13:27:28.086432273,Swinging
2023-10-08 13:27:39.394663526,Dumping
2023-10-08 13:27:49.634324620,Digging
2023-10-08 13:28:07.507896015,Swinging
2023-10-08 13:28:24.500473910,Dumping
2023-10-08 13:28:35.716562447,Digging
2023-10-08 13:28:51.536685322,Swinging
2023-10-08 13:29:09.060691320,Dumping
2023-10-08 13:29:22.770074081,Digging
2023-10-08 13:29:40.200264658,Swinging
2023-10-08 13:29:51.057790301,Dumping
2023-10-08 13:30:01.323493327,Digging
2023-10-08 13:30:24.928263233,Swinging
2023-10-08 13:30:44.186566764,Dumping
2023-10-08 13:30:56.697766911,Waiting for Truck
2023-10-08 13:34:18.854082089,Digging
2023-10-08 13:34:39.097770063,Swinging
2023-10-08 13:34:51.141692032,Dumping
2023-10-08 13:35:05.640760719,Digging
2023-10-08 13:35:26.139842240,Swinging
2023-10-08 13:35:40.867229403,Dumping
2023-10-08 13:35:53.629764302,Digging
2023-10-08 13:36:12.915761746,Swinging
2023-10-08 13:36:23.374817168,Dumping
2023-10-08 13:36:36.512293477,Waiting for Truck
2023-10-08 13:38:06.336853894,Digging
2023-10-08 13:38:30.778168310,Swinging
2023-10-08 13:38:46.241282035,Dumping
2023-10-08 13:38:59.716335182,Digging
2023-10-08 13:39:17.020310247,Swinging
2023-10-08 13:39:33.392751558,Dumping
2023-10-08 13:39:44.291152867,Digging
2023-10-08 13:40:01.254534056,Swinging
2023-10-08 13:40:12.507350355,Dumping
2023-10-08 13:40:24.935778925,Digging
2023-10-08 13:40:42.037372275,Swinging
2023-10-08 13:40:54.512434532,Dumping
2023-10-08 13:41:05.426969588,Digging
2023-10-08 13:41:28.918109308,Swinging
2023-10-08 13:41:47.015503370,Dumping
2023-10-08 13:42:00.462936674,Waiting for Truck
2023-10-08 13:45:39.900418294,Digging
2023-10-08 13:46:02.836732537,Swinging
2023-10-08 13:46:17.248107285,Dumping
2023-10-08 13:46:29.178568748,Waiting for Truck
2023-10-08 13:46:35.769089488,Digging
2023-10-08 13:46:53.207558972,Swinging
2023-10-08 13:47:06.537642920,Dumping
2023-10-08 13:47:18.388457581,Digging
2023-10-08 13:47:34.595277640,Swinging
2023-10-08 13:47:52.090714051,Dumping
2023-10-08 13:48:04.323194458,Digging
2023-10-08 13:48:27.711811921,Swinging
2023-10-08 13:48:45.460206558,Dumping
2023-10-08 13:48:59.573982409,Digging
2023-10-08 13:49:21.744703384,Swinging
2023-10-08 13:49:40.256425118,Dumping
2023-10-08 13:49:53.196997459,Digging
2023-10-08 13:50:11.371593592,Swinging
2023-10-08 13:50:26.389767547,Dumping
2023-10-08 13:50:40.667207881,Digging
2023-10-08 13:50:57.026501692,Swinging
2023-10-08 13:51:15.043400535,Dumping
2023-10-08 13:51:26.065232635,Waiting for Truck
2023-10-08 13:52:33.003857475,Digging
2023-10-08 13:52:56.653270993,Swinging
2023-10-08 13:53:14.854643999,Dumping
2023-10-08 13:53:26.519080321,Waiting for Truck
2023-10-08 13:53:53.804883498,Digging
2023-10-08 13:54:18.575390775,Swinging
2023-10-08 13:54:32.939051088,Dumping
2023-10-08 13:54:44.038822597,Waiting for Truck
2023-10-08 13:56:06.335112192,Digging
2023-10-08 13:56:25.576834029,Swinging
2023-10-08 13:56:36.526887645,Dumping
2023-10-08 13:56:48.539006077,Waiting for Truck
2023-10-08 13:58:33.274580397,Digging
2023-10-08 13:58:48.839355802,Swinging
2023-10-08 13:59:08.437236896,Dumping
2023-10-08 13:59:22.313380846,Waiting for Truck
2023-10-08 13:59:38.183941042,Digging
2023-10-08 13:59:57.435249332,Swinging
2023-10-08 14:00:13.182645088,Dumping
2023-10-08 14:00:28.033688617,Digging
2023-10-08 14:00:51.677979339,Swinging
2023-10-08 14:01:04.561851228,Dumping
2023-10-08 14:01:15.120068008,Digging
2023-10-08 14:01:38.417079293,Swinging
2023-10-08 14:01:52.811406875,Dumping
2023-10-08 14:02:02.843473529,Digging
2023-10-08 14:02:19.213340085,Swinging
2023-10-08 14:02:29.978926379,Dumping
2023-10-08 14:02:42.951320901,Digging
2023-10-08 14:02:59.215345265,Swinging
2023-10-08 14:03:10.780091692,Dumping
2023-10-08 14:03:21.711823451,Waiting for Truck
2023-10-08 14:05:55.908027878,Digging
2023-10-08 14:06:11.343950687,Swinging
2023-10-08 14:06:27.891824096,Dumping
2023-10-08 14:06:38.976815511,Digging
2023-10-08 14:06:54.622928093,Swinging
2023-10-08 14:07:11.927884028,Dumping
2023-10-08 14:07:23.050523542,Digging
2023-10-08 14:07:47.293078301,Swinging
2023-10-08 14:07:58.897891098,Dumping
2023-10-08 14:08:11.178832203,Digging
2023-10-08 14:08:34.123039361,Swinging
2023-10-08 14:08:52.801914862,Dumping
2023-10-08 14:09:03.801015309,Digging
2023-10-08 14:09:20.631504052,Swinging
2023-10-08 14:09:39.765219146,Dumping
2023-10-08 14:09:54.242770657,Waiting for Truck
2023-10-08 14:10:56.132790652,Digging
2023-10-08 14:11:11.361402603,Swinging
2023-10-08 14:11:27.078490600,Dumping
2023-10-08 14:11:37.737635339,Digging
2023-10-08 14:12:01.471913281,Swinging
2023-10-08 14:12:20.280749194,Dumping
2023-10-08 14:12:33.250896283,Waiting for Truck
2023-10-08 14:17:19.859949839,Digging
2023-10-08 14:17:39.009822242,Swinging
2023-10-08 14:17:52.772794797,Dumping
2023-10-08 14:18:07.656997029,Digging
2023-10-08 14:18:24.036191794,Swinging
2023-10-08 14:18:34.892601513,Dumping
2023-10-08 14:18:49.016007426,Digging
2023-10-08 14:19:06.064346483,Swinging
2023-10-08 14:19:24.720621141,Dumping
2023-10-08 14:19:37.134898457,Digging
2023-10-08 14:19:52.443673951,Swinging
2023-10-08 14:20:05.579864232,Dumping
2023-10-08 14:20:16.420395110,Digging
2023-10-08 14:20:35.460408278,Swinging
2023-10-08 14:20:48.156840718,Dumping
2023-10-08 14:21:01.947344112,Waiting for Truck
2023-10-08 14:23:26.502854287,Digging
2023-10-08 14:23:48.545406586,Swinging
2023-10-08 14:24:05.379503492,Dumping
2023-10-08 14:24:17.029863876,Digging
